bodyId,type,instance
442247,BM_InOm,BM_InOm_R
446276,BM_InOm,BM_InOm_R
447008,BM_InOm,BM_InOm_L
447631,BM_InOm,BM_InOm_R
447790,BM_InOm,BM_InOm_R
449384,BM_InOm,BM_InOm_R
449501,BM_InOm,BM_InOm_R
458673,BM_InOm,BM_InOm_L
458737,BM,BM_L
464153,JO-FV,JO-FV_R
466614,BM_InOm,BM_InOm_L
468519,BM_Vib,BM_Vib_R
471787,JO-FV,JO-FV_R
472022,BM_InOm,BM_InOm_R
477979,,
490282,BM_InOm,BM_InOm_R
494661,,
494761,BM_InOm,BM_InOm_L
496528,BM_InOm,BM_InOm_L
499381,BM_InOm,BM_InOm_L
511867,AN05B096,AN05B096_R
511926,ANXXX068,ANXXX068_L
512010,SAD040,SAD040_R
512351,GNG490,GNG490_L
512512,BM_InOm,BM_InOm_L
512519,ANXXX027,ANXXX027_R
512555,AN09B018,AN09B018_L
512689,,
512690,GNG516,GNG516_R
512902,AMMC029,AMMC029_R
513052,DNg15,DNg15_R
513114,AN01A055,AN01A055_R
513222,SAD110,SAD110_L
513285,BM_Vt_PoOc,BM_Vt_PoOc_R
513286,,22507_R
513287,BM_Vib,BM_Vib_R
513405,AN05B040,AN05B040_L
513686,BM_Taste,BM_Taste_R
513687,BM_Hau,BM_Hau_R
513688,BM_Hau,BM_Hau_R
513906,ANXXX404,ANXXX404_R
513968,AN05B017,AN05B017_L
514660,AN09B003,AN09B003(18338)_L
515249,AN05B099,AN05B099_R
515514,JO-ED2_b,JO-ED2_b_L
515723,BM,BM_R
515724,BM,BM_R
515725,GNG451,GNG451_R
515758,AN05B049_a,AN05B049_a_R
516930,DNg81,DNg81_L
517005,AN05B009,AN05B009_R
517276,BM_vOcci_vPoOr,BM_vOcci_vPoOr_R
517428,BM,BM_L
517631,,
518563,DNg85,DNg85_L
518625,AN05B009,AN05B009_L
518626,BM,BM_L
518936,BM_Taste,BM_Taste_L
519410,DNp34,DNp34_R
519516,AN09B004,AN09B004_a_R
519690,BM,BM_L
520130,BM,BM_R
520131,BM,BM_R
520132,BM,BM_R
520133,BM,BM_R
520134,BM,BM_R
520135,AN19A018,AN19A018(24115)_L
520195,AN05B023d,AN05B023d_R
521208,SAD044,SAD044_R
521258,GNG361,GNG361_L
521358,SAD093,SAD093_L
521443,BM,BM_L
522310,ANXXX027,ANXXX027_R
522311,GNG516,GNG516_L
522822,AN17A076,AN17A076_L
522840,,
522842,BM_Taste,BM_Taste_L
523438,SAD112_b,SAD112_b_R
523473,SAD094,SAD094_R
523517,GNG244,GNG244_L
523539,ANXXX027,ANXXX027(14994)_L
524082,GNG559,GNG559_R
524245,AN09B014,AN09B014_R
524284,ALIN7,ALIN7_R
524518,AN01B002,AN01B002(23382)_L
524903,BM,BM_L
525378,GNG448,GNG448_R
526592,AN05B068,AN05B068_R
530835,AN05B009,AN05B009_L
531859,DNpe022,DNpe022(PS271)_L
533407,BM_InOm,BM_InOm_R
535510,JO-FV,JO-FV_R
535512,JO-FV,JO-FV_R
535964,CB1601,CB1601_R
536485,BM_Vt_PoOc,BM_Vt_PoOc_R
536486,BM_Vt_PoOc,BM_Vt_PoOc_R
536488,GNG511,GNG511_R
550223,BM,BM_R
553896,BM_InOm,BM_InOm_L
554336,BM_InOm,BM_InOm_L
555740,BM_Vt_PoOc,BM_Vt_PoOc_L
556073,JO-FV,JO-FV_R
556077,AN05B053,AN05B053_L
556078,,
556079,,
556359,GNG511,GNG511_L
556570,AN05B010,AN05B010_L
556721,,
556756,BM_Vib,BM_Vib_L
558778,AN08B012,AN08B012_R
558912,,
560242,,
560567,BM_MaPa,BM_MaPa_R
563656,AN09B023,AN09B023(17094)_L
567846,BM_InOm,BM_InOm_R
574821,AN05B058,AN05B058_L
581518,BM_MaPa,BM_MaPa_R
582893,,
583692,,
800021,IN03A003,IN03A003_L
800026,IN05B010,IN05B010_R
800059,IN09A004,IN09A004_L
800063,IN12B002,IN12B002_R
800071,IN12B002,IN12B002_R
800077,IN12B002,IN12B002_L
800088,INXXX003,INXXX003_R
800092,IN05B028,IN05B028_L
800098,IN05B010,IN05B010_L
800101,IN01A012,IN01A012_R
800112,INXXX004,INXXX004_L
800132,IN13A003,IN13A003_L
800160,IN10B007,IN10B007_R
800180,IN23B005,IN23B005_R
800189,IN13A008,IN13A008_R
800192,INXXX038,INXXX038_R
800193,IN01B001,IN01B001_R
800203,IN13A003,IN13A003_R
800225,IN23B009,IN23B009_R
800228,IN13A005,IN13A005_L
800232,INXXX027,INXXX027_L
800240,IN04B007,IN04B007_R
800243,IN23B009,IN23B009_R
800246,IN12B002,IN12B002_L
800258,IN05B005,IN05B005_L
800268,IN01B001,IN01B001_L
800281,INXXX004,INXXX004_R
800303,IN23B009,IN23B009_L
800305,INXXX044,INXXX044_L
800334,IN17A007,IN17A007_R
800337,IN23B005,IN23B005_L
800380,IN17A013,IN17A013_L
800401,IN23B005,IN23B005_L
800402,IN09A007,IN09A007_R
800415,IN27X004,IN27X004_L
800427,IN06B003,IN06B003_R
800433,IN13A004,IN13A004_R
800465,IN17A016,IN17A016_L
800472,IN12A004,IN12A004_L
800487,IN04B034,IN04B034_R
800510,INXXX038,INXXX038_L
800517,INXXX027,INXXX027_R
800532,IN05B028,IN05B028_R
800537,IN23B009,IN23B009_L
800543,IN01B003,IN01B003_R
800555,IN05B094,IN05B094_L
800593,IN17B006,IN17B006_L
800632,IN09B014,IN09B014_R
800640,IN20A.22A008,IN20A.22A008_L
800651,IN12B011,IN12B011_L
800660,INXXX044,INXXX044_R
800669,IN23B037,IN23B037_R
800671,IN13A004,IN13A004_R
800676,IN09B008,IN09B008_R
800681,IN03A021,IN03A021_L
800684,IN12A002,IN12A002_L
800693,IN01B002,IN01B002_L
800701,IN13A008,IN13A008_L
800706,INXXX143,INXXX143_R
800713,INXXX100,INXXX100_R
800721,IN09B014,IN09B014_L
800730,INXXX100,INXXX100_R
800742,IN03A003,IN03A003_R
800763,IN05B020,IN05B020_L
800809,IN00A001,IN00A001_M
800812,INXXX100,INXXX100_L
800813,IN09B005,IN09B005_R
800814,IN19B007,IN19B007_L
800822,IN17A023,IN17A023_R
800826,IN17B006,IN17B006_R
800829,INXXX029,INXXX029_L
800835,INXXX100,INXXX100_L
800836,IN13A004,IN13A004_L
800839,IN19A028,IN19A028_R
800868,DNpe002,DNpe002(VES068)_R
800919,IN10B014,IN10B014_R
800920,IN13B008,IN13B008_R
800927,IN09B008,IN09B008_L
800972,vMS17,vMS17_R
800975,IN12A009,IN12A009_R
801030,INXXX045,INXXX045_R
801053,IN06A005,IN06A005_L
801072,IN07B012,IN07B012_R
801129,IN09A004,IN09A004_R
801143,IN05B001,IN05B001_L
801147,IN04B007,IN04B007_L
801202,IN09A007,IN09A007_L
801205,SNpp12,
801206,AN17A018,AN17A018_R
801228,IN13A008,IN13A008_L
801270,IN14A004,IN14A004_L
801272,IN17B015,IN17B015_R
801299,IN10B023,IN10B023_L
801308,IN10B014,IN10B014_L
801312,IN01A011,IN01A011_L
801326,IN13A007,IN13A007_L
801347,INXXX008,INXXX008_R
801363,IN23B007,IN23B007_L
801365,INXXX100,INXXX100_L
801379,SNpp30,
801383,IN23B023,IN23B023_R
801395,IN17B004,IN17B004_L
801396,IN14A006,IN14A006_L
801397,INXXX045,INXXX045_R
801456,IN17A020,IN17A020_R
801504,IN10B023,IN10B023_R
801515,IN23B007,IN23B007_R
801517,INXXX369,INXXX369_R
801519,IN17B010,IN17B010_L
801569,IN04B101,IN04B101_L
801571,IN01A017,IN01A017_R
801603,IN23B022,IN23B022_L
801608,IN19A028,IN19A028_L
801632,INXXX045,INXXX045_L
801634,IN21A019,IN21A019_R
801657,IN17B015,IN17B015_L
801690,IN14A007,IN14A007_L
801697,IN21A019,IN21A019_L
801722,IN13A008,IN13A008_R
801727,IN17A020,IN17A020_R
801739,IN03A020,IN03A020_L
801756,SNta13,SNta13_L
801780,IN12B011,IN12B011_R
801784,IN09A015,IN09A015_R
801793,IN23B014,IN23B014_R
801818,IN10B007,IN10B007_L
801845,IN27X002,IN27X002_L
801876,IN14A009,IN14A009_L
801938,IN23B037,IN23B037_L
801989,INXXX045,INXXX045_R
801999,IN01A041,IN01A041_L
802002,IN23B013,IN23B013_R
802024,INXXX213,INXXX213_L
802037,IN00A016,IN00A016_M
802075,IN17A020,IN17A020_R
802118,IN03B021,IN03B021_R
802125,SNxx29,
802127,IN13A008,IN13A008_L
802145,INXXX045,INXXX045_L
802181,IN05B005,IN05B005_R
802194,IN23B037,IN23B037_L
802196,INXXX045,INXXX045_R
802199,SNpp31,
802238,IN05B017,IN05B017_L
802269,IN23B037,IN23B037_L
802273,IN17B015,IN17B015_L
802274,IN09A011,IN09A011_R
802282,SNxx29,
802289,vMS17,vMS17_L
802322,INXXX201,INXXX201_R
802409,SNta13,SNta13_R
802418,IN10B014,IN10B014_R
802424,SNpp32,
802429,IN05B033,IN05B033_L
802430,INXXX429,INXXX429_R
802464,IN12B079_c,IN12B079_c_R
802465,IN04B039,IN04B039_L
802482,SNxx03,
802596,IN23B065,IN23B065_R
802615,IN05B019,IN05B019_R
802648,IN01B003,IN01B003_R
802664,IN09A011,IN09A011_L
802691,IN03A034,IN03A034_L
802700,IN23B037,IN23B037_R
802708,SNpp32,
802759,SNta10,
802764,IN04B100,IN04B100_R
802783,IN05B036,IN05B036_R
802805,IN03A034,IN03A034_R
802813,IN01A061,IN01A061_L
802842,IN03B042,IN03B042_L
802845,IN01A029,IN01A029_R
802852,IN01A048,IN01A048_R
802906,IN23B032,IN23B032_L
802918,INXXX242,INXXX242_L
802939,SNta12,
802951,IN07B010,IN07B010_R
802987,IN05B034,IN05B034_L
803009,IN01B021,IN01B021_R
803021,IN23B017,IN23B017_L
803042,INXXX133,INXXX133_L
803043,IN23B037,IN23B037_R
803054,IN04B017,IN04B017_L
803068,IN08A028,IN08A028_L
803077,IN20A.22A004,IN20A.22A004_L
803106,IN04B036,IN04B036_R
803135,IN05B065,IN05B065_R
803150,SNta13,SNta13_R
803158,IN13A017,IN13A017_L
803203,IN23B036,IN23B036_R
803244,INXXX227,INXXX227_L
803255,IN01A029,IN01A029_L
803263,IN01A024,IN01A024_R
803294,IN13A030,IN13A030_R
803301,IN01A059,IN01A059_R
803303,IN23B018,IN23B018_L
803341,IN03A034,IN03A034_R
803399,IN23B046,IN23B046_L
803461,IN17B015,IN17B015_R
803518,IN16B034,IN16B034_R
803525,SNta05,
803555,SNta37,
803576,IN01B046_b,IN01B046_b_R
803583,INXXX056,INXXX056_L
803593,IN23B023,IN23B023_R
803595,INXXX213,INXXX213_R
803597,IN05B065,IN05B065_R
803611,IN16B034,IN16B034_L
803614,IN01B017,IN01B017_R
803626,SNta10,
803630,IN00A045,IN00A045_M
803739,SNta12,
803748,IN27X004,IN27X004_R
803758,IN04B068,IN04B068_L
803761,SNta32,
803768,SNxx03,
803834,IN13B104,IN13B104_R
803846,IN23B023,IN23B023_L
803848,IN01B020,IN01B020_L
803882,SNta33,
803952,IN05B028,IN05B028_L
803964,SNta29,
803976,IN14A052,IN14A052_L
804033,IN04B017,IN04B017_L
804034,IN04B036,IN04B036_L
804104,SNta05,
804118,IN05B033,IN05B033_R
804120,SNta33,
804135,IN19A056,IN19A056_R
804149,IN23B029,IN23B029_L
804151,SNta05,
804159,IN03A092,IN03A092_L
804197,IN19A045,IN19A045_R
804212,IN23B066,IN23B066_R
804221,SNxx30,
804235,IN14A015,IN14A015_R
804256,SNta33,
804263,SNta34,
804287,SNta37,
804331,IN04B078,IN04B078_R
804336,IN05B075,IN05B075_L
804360,IN09A019,IN09A019_L
804369,,
804377,SNxx03,
804391,IN04B017,IN04B017_L
804396,IN03A030,IN03A030_R
804418,IN04B017,IN04B017_R
804447,SNta20,
804453,INXXX253,INXXX253_L
804474,IN01A024,IN01A024_L
804479,IN23B040,IN23B040_R
804486,SNta10,
804492,INXXX290,INXXX290_R
804498,SNta33,
804506,SNta06,
804520,IN23B065,IN23B065_L
804574,INXXX400,INXXX400_L
804582,IN04B017,IN04B017_R
804597,IN14A040,IN14A040_R
804601,IN12A005,IN12A005_R
804609,IN04B055,IN04B055_R
804614,SNta13,SNta13_L
804664,IN03A034,IN03A034_L
804678,IN04B047,IN04B047_R
804694,"SNta02,SNta09",
804716,IN13B021,IN13B021_L
804718,SNta33,
804731,IN23B037,IN23B037_L
804745,IN23B051,IN23B051_L
804753,IN04B017,IN04B017_R
804777,SNxx14,
804796,IN04B060,IN04B060_R
804836,IN03A029,IN03A029_L
804852,"SNta11,SNta14",
804855,IN23B023,IN23B023_R
804863,IN23B041,IN23B041_R
804870,IN04B057,IN04B057_R
804871,IN03A029,IN03A029_R
804923,SNxx14,
804945,IN23B049,IN23B049_L
804956,IN03A030,IN03A030_R
804969,AN05B108,AN05B108_R
805050,SNta05,
805079,IN03A035,IN03A035_L
805080,SNta37,
805120,IN23B062,IN23B062_L
805128,IN04B068,IN04B068_R
805170,IN17A090,IN17A090_L
805176,IN23B049,IN23B049_R
805181,SNta20,
805198,IN03A030,IN03A030_R
805200,"SNta22,SNta33",
805229,IN27X003,IN27X003_L
805270,IN04B036,IN04B036_L
805283,IN01A059,IN01A059_L
805318,IN23B049,IN23B049_R
805351,IN04B034,IN04B034_L
805371,INXXX224,INXXX224_R
805418,SNxx03,
805427,IN03A029,IN03A029_L
805509,SNta11,
805594,SNch01,
805599,IN04B056,IN04B056_L
805613,IN03A092,IN03A092_L
805616,IN12B071,IN12B071_L
805684,IN03A052,IN03A052_R
805687,SNta42,
805696,IN23B049,IN23B049_L
805716,IN12B079_c,IN12B079_c_R
805783,SNta07,
805793,IN12B068_a,IN12B068_a_L
805831,IN04B036,IN04B036_L
805844,IN01B015,IN01B015_R
805845,,
805886,IN23B041,IN23B041_R
805888,IN12B079_a,IN12B079_a_R
805896,IN03A038,IN03A038_L
805931,SNxx06,
805939,SNta06,
805982,IN14A052,IN14A052_R
805983,IN04B060,IN04B060_L
806000,SNta37,
806027,SNxx04,
806053,SNta11,
806071,IN17A090,IN17A090_R
806080,SNpp52,
806090,IN04B017,IN04B017_R
806108,IN04B100,IN04B100_L
806141,IN03A068,IN03A068_R
806177,IN23B034,IN23B034_L
806190,IN05B066,IN05B066_L
806202,SNta29,
806220,IN04B085,IN04B085_R
806222,IN11A014,IN11A014_R
806273,IN14A052,IN14A052_R
806316,IN11A014,IN11A014_L
806318,IN05B036,IN05B036_L
806343,IN01B019_b,IN01B019_b_L
806385,SNxx25,
806404,IN14A036,IN14A036_L
806411,IN04B100,IN04B100_R
806453,IN19A057,IN19A057_R
806465,IN17A099,IN17A099_L
806488,SNta07,
806495,IN04B060,IN04B060_L
806595,"SNta02,SNta09",
806624,IN23B028,IN23B028_R
806634,SNta37,
806637,"SNta02,SNta09",
806641,SNxx01,
806642,IN23B041,IN23B041_R
806647,IN03A092,IN03A092_R
806693,IN13A024,IN13A024_R
806696,SNta13,SNta13_L
806699,IN08A028,IN08A028_L
806720,IN11A017,IN11A017_L
806728,IN01B046_a,IN01B046_a_L
806766,SNta07,
806800,SNta43,
806828,IN04B036,IN04B036_L
806841,SNta06,
806945,"IN17A080,IN17A083","IN17A080,IN17A083_L"
806951,IN12B044_a,IN12B044_a_R
806952,IN23B049,IN23B049_L
806957,IN11A017,IN11A017_R
806959,IN09B038,IN09B038_R
806987,IN13A038,IN13A038_L
806989,IN03A052,IN03A052_R
806990,IN12B042,IN12B042_R
807052,SNta18,
807098,SNta11,
807120,IN19A056,IN19A056_R
807173,IN23B053,IN23B053_R
807178,"SNta11,SNta14",
807205,IN23B040,IN23B040_R
807235,SNta42,
807236,IN23B061,IN23B061_L
807247,IN23B060,IN23B060_R
807283,SNxx14,
807305,SNta11,
807311,SNpp19,
807313,IN03A052,IN03A052_R
807322,IN03A029,IN03A029_R
807335,"SNta11,SNta14",
807356,SNta11,
807367,SNta20,
807382,SNxx01,
807391,IN01B046_a,IN01B046_a_R
807407,IN14A052,IN14A052_L
807430,IN05B075,IN05B075_R
807446,SNta11,
807449,SNxx03,
807454,AN05B108,AN05B108_L
807467,IN23B028,IN23B028_R
807481,SNta37,
807482,SNta18,
807495,SNxx04,
807499,IN12B044_b,IN12B044_b_R
807527,SNxx14,
807541,IN13A008,IN13A008_R
807546,SNxx01,
807601,SNxx01,
807651,"SNta02,SNta09",
807652,IN23B060,IN23B060_R
807657,SNxx03,
807664,"SNta02,SNta09",
807667,"SNta22,SNta33",
807672,IN02A044,IN02A044_R
807679,IN23B053,IN23B053_L
807687,SNta20,
807705,SNch01,
807711,IN08A028,IN08A028_L
807730,SNxx14,
807736,SNta12,
807738,IN03A071,IN03A071_L
807744,"SNta11,SNta14",
807746,SNta20,
807772,IN14A052,IN14A052_R
807790,SNta12,
807806,"SNta22,SNta33",
807819,IN04B036,IN04B036_R
807850,SNta29,
807907,IN12B048,IN12B048_R
807911,SNxx04,
807914,IN14A052,IN14A052_R
807925,SNxx14,
807930,SNta14,
807968,IN01B027_b,IN01B027_b_R
807979,INXXX290,INXXX290_L
807995,SNta29,
807997,,
808035,"SNta11,SNta14",
808046,IN03A083,IN03A083_L
808056,"SNta11,SNta14",
808083,SNta34,
808094,IN12B044_a,IN12B044_a_L
808113,,
808118,IN03A092,IN03A092_R
808123,SNta29,
808127,SNta42,
808138,"SNta11,SNta14",
808145,"SNta11,SNta14",
808151,SNta18,
808164,,
808172,SNta28,
808175,"SNta11,SNta14",
808196,"SNta11,SNta14",
808211,SNta19,
808225,"SNta11,SNta14",
808244,"SNta11,SNta14",
808258,SNta42,
808272,IN01A031,IN01A031_R
808273,SNta37,
808275,"SNta02,SNta09",
808279,SNta04,
808304,SNxx03,
808321,SNta32,SNta32_R
808343,"SNta02,SNta09",
808349,IN23B042,IN23B042_L
808350,SNxx14,
808367,SNta37,
808381,"SNta11,SNta14",
808382,SNxx14,
808405,"SNta11,SNta14",
808432,SNta43,
808437,,
808446,SNta23,
808452,AN05B108,AN05B108_L
808486,IN03A094,IN03A094_L
808489,IN05B028,IN05B028_L
808490,SNta20,
808495,SNta35,
808521,SNxx01,
808535,SNta29,
808537,SNta42,
808544,SNta20,
808547,IN12B044_b,IN12B044_b_L
808560,SNxx03,
808583,IN23B029,IN23B029_L
808589,"SNta22,SNta33",
808591,SNta11,
808595,IN04B036,IN04B036_R
808601,IN12B069,IN12B069_R
808604,SNta07,
808607,IN23B021,IN23B021_L
808633,"SNta02,SNta09",
808651,IN14A036,IN14A036_R
808666,"SNta11,SNta14",
808668,"SNta11,SNta14",
808678,SNta42,
808692,IN03A093,IN03A093_R
808724,SNta03,
808734,SNta11,
808735,IN05B086,IN05B086_R
808745,"SNta11,SNta14",
808754,SNta04,
808787,IN12B048,IN12B048_L
808796,SNta20,
808799,IN23B062,IN23B062_L
808808,SNta20,
808809,"SNta11,SNta14",
808828,"SNta11,SNta14",
808846,,
808847,INXXX429,INXXX429_R
808871,SNta42,
808874,SNxx04,
808913,SNta29,
808921,"SNta11,SNta14",
808954,"SNta11,SNta14",
808999,SNta35,
809010,SNta03,
809018,SNta11,
809020,AN05B108,AN05B108_R
809023,"SNta11,SNta14",
809032,"SNta11,SNta14",
809086,"SNta22,SNta33",
809094,IN17A090,IN17A090_L
809097,IN23B062,IN23B062_R
809179,,
809187,IN17B010,IN17B010_R
809195,IN12B044_c,IN12B044_c_L
809200,SNxx01,
809252,SNta37,
809269,SNta03,
809327,,
809341,IN12B042,IN12B042_R
809350,IN05B074,IN05B074_R
809382,"SNta04,SNta11",
809383,"SNta11,SNta14",
809408,SNta20,
809413,"SNta11,SNta14",
809420,,
809431,IN12B042,IN12B042_L
809453,"SNta25,SNta30",
809462,SNta03,
809468,"SNta11,SNta14",
809474,IN23B055,IN23B055_L
809487,,
809498,SNta30,
809508,SNxx04,
809511,SNta03,
809530,"SNta11,SNta14",
809572,,
809583,SNta11,
809587,"SNta02,SNta09",
809614,SNta37,
809623,"SNta11,SNta14",
809651,SNta11,
809664,SNta04,
809667,SNta06,
809674,SNta18,
809679,SNta37,
809682,SNta03,
809686,IN03A094,IN03A094_R
809687,"SNta22,SNta33",
809694,SNta04,
809711,LgLG3,LgLG3_R
809728,SNta11,
809763,SNta06,
809768,SNta03,
809773,SNta32,
809795,SNta11,
809797,SNta18,
809801,SNta20,
809837,SNta29,
809839,SNta03,
809842,SNta37,
809859,SNta29,
809874,SNxx14,
809880,SNta35,
809895,"SNta11,SNta14",
809908,SNta03,
809941,SNta37,
809951,SNta23,
809970,SNta07,
809971,SNta43,
809980,IN09B018,IN09B018_R
809989,IN12B079_d,IN12B079_d_L
809995,SNta29,
810014,"SNta11,SNta14",
810021,SNxx01,
810040,,
810050,SNta07,
810079,SNxx01,
810089,SNta20,
810095,SNxx14,
810102,SNta03,
810106,,
810108,SNxx19,
810113,SNta43,
810129,SNta04,
810131,IN23B062,IN23B062_R
810139,SNta37,
810149,IN03A095,IN03A095_R
810168,SNta37,
810171,SNta04,
810204,IN05B028,IN05B028_R
810219,SNta37,
810235,SNta11,
810243,SNta37,
810261,SNta06,
810269,SNta04,
810293,SNxx14,
810310,IN01B062,IN01B062_R
810325,IN03A051,IN03A051_R
810331,IN19A043,IN19A043_R
810360,"SNta22,SNta33",
810366,SNta29,
810382,SNxx03,
810394,SNta42,
810426,SNta37,
810451,IN03A094,IN03A094_L
810456,SNta34,
810458,IN23B059,IN23B059_L
810461,LgLG1a,LgLG1a_R
810483,SNta06,
810490,SNta18,
810494,IN23B066,IN23B066_L
810519,"SNta04,SNta11",
810522,IN17A118,IN17A118_L
810533,SNta37,
810566,IN08A043,IN08A043_R
810576,SNta20,
810582,SNta04,
810585,SNta33,
810594,SNta32,
810599,IN23B050,IN23B050_L
810616,SNta11,
810645,SNta11,
810646,IN12B079_d,IN12B079_d_R
810648,SNta11,
810650,IN09A015,IN09A015_L
810663,SNta20,
810733,SNta04,
810738,SNta36,
810741,SNta03,
810754,SNta07,
810755,IN01A007,IN01A007_R
810760,SNta06,
810765,SNta32,
810771,SNta18,
810781,SNta11,
810804,IN23B053,IN23B053_L
810808,"SNta02,SNta09",
810823,SNta37,
810832,SNxx14,
810843,SNta29,
810866,IN12B042,IN12B042_L
810903,SNxx21,
810914,SNta03,
810919,"SNta04,SNta11",
810921,SNta37,
810923,SNta20,
810934,SNxx01,
810946,SNta18,
810948,SNppxx,
811001,,
811005,SNta29,
811015,,
811041,SNta37,
811069,SNta31,
811090,SNta29,
811105,SNta43,
811107,SNta07,
811118,SNta37,
811123,SNta29,
811142,SNxx14,
811163,AN12B060,AN12B060_R
811165,SNta20,
811169,SNta29,
811217,"SNta02,SNta09",
811227,SNta42,
811237,SNta29,
811254,SNta03,
811258,SNta03,
811262,"SNta27,SNta28",
811275,SNxx04,
811286,SNta18,
811331,SNta11,
811335,SNta34,
811355,"SNta27,SNta28",
811359,SNta43,
811379,SNxx04,
811380,IN12B079_c,IN12B079_c_L
811440,"SNta02,SNta09",
811464,SNta11,
811474,SNta30,
811479,SNta37,
811486,SNta20,
811487,IN13A038,IN13A038_R
811502,SNxx03,
811536,IN12B044_c,IN12B044_c_R
811538,SNta11,
811541,SNta18,
811562,SNpp14,
811565,SNta42,
811578,IN12B071,IN12B071_L
811582,IN01B031_b,IN01B031_b_R
811586,SNta18,
811588,SNta33,
811596,SNta18,
811601,SNta29,
811604,LgLG3,LgLG3_L
811619,SNxx03,
811651,IN23B050,IN23B050_R
811672,SNta37,
811688,SNta32,
811698,,
811699,SNta32,
811704,SNxx14,
811724,SNta03,
811728,SNta11,
811729,SNta07,
811746,SNta18,
811770,"SNta02,SNta09",
811785,SNpp14,
811801,SNta06,
811824,SNta18,
811853,IN08A041,IN08A041_L
811855,SNta43,
811885,SNta37,
811980,IN12A064,IN12A064_L
812003,SNta20,
812007,SNta43,
812016,IN08A041,IN08A041_R
812025,SNxx14,
812043,SNta37,
812046,SNta43,
812055,"SNta02,SNta09",
812058,SNta34,
812076,IN03A097,IN03A097_R
812105,SNta18,
812109,IN23B072,IN23B072_L
812110,"SNta04,SNta11",
812118,SNta18,
812121,SNta28,
812140,SNta18,
812157,SNta37,
812158,,
812226,SNta29,
812227,SNta42,
812231,SNta37,
812239,SNta03,
812243,SNta42,
812244,SNta42,
812253,SNta37,
812266,,
812277,SNta37,
812282,IN13A058,IN13A058_R
812299,SNta03,
812300,SNta04,
812301,SNta37,
812302,SNta18,
812331,SNta29,
812345,SNta28,
812349,SNta34,
812356,SNta37,
812366,"SNta04,SNta11",
812375,SNta20,
812378,SNta11,
812380,SNta11,
812381,INXXX429,INXXX429_L
812383,SNta07,
812386,SNta20,
812387,SNta20,
812398,,
812406,SNta11,
812417,SNta22,
812423,SNta20,
812442,SNta22,
812449,SNta20,
812457,"SNta04,SNta11",
812471,SNta42,
812509,SNta18,
812534,SNta20,
812549,"SNta02,SNta09",
812552,"SNta04,SNta11",
812559,IN08A041,IN08A041_L
812566,SNta20,
812569,"SNta02,SNta09",
812571,WG2,WG2_L
812572,SNta43,
812579,SNta19,
812583,SNta43,
812589,"SNta02,SNta09",
812592,IN03A012,IN03A012_R
812605,SNta28,
812615,,
812623,SNta18,
812627,SNta35,
812630,SNta20,
812635,SNta22,
812640,SNta43,
812643,SNta37,
812657,SNta29,
812658,"SNta19,SNta37",
812662,"SNta04,SNta11",
812666,IN03A097,IN03A097_R
812676,SNta29,
812680,SNta29,
812688,SNxx03,
812689,SNta29,
812691,SNta29,
812693,"IN17A109,IN17A120","IN17A109,IN17A120_L"
812697,"SNta22,SNta23",
812707,SNta40,
812722,SNta37,
812727,SNta18,
812758,SNxx14,
812763,"SNta19,SNta37",
812772,SNta29,
812782,SNta07,
812784,SNta29,
812789,IN12B075,IN12B075_R
812791,"SNta19,SNta37",
812794,SNxx03,
812802,SNta18,
812810,,
812817,SNta07,
812845,SNta29,
812857,SNta37,
812859,SNta11,
812860,SNta34,
812862,SNta18,
812866,"SNta02,SNta09",
812892,"SNta04,SNta11",
812896,SNta29,
812897,SNta43,
812913,SNta37,
812917,SNta20,
812921,SNta29,
812922,SNta34,
812947,SNta28,
812955,"SNta02,SNta09",
812966,SNta29,
812970,SNta03,
812992,"SNta04,SNta11",
812994,SNta42,
812995,"SNta02,SNta09",
812999,"SNta04,SNta11",
813002,SNxx04,
813003,,
813023,SNta29,
813033,"SNta02,SNta09",
813045,SNta19,
813048,SNta20,
813053,SNta44,
813059,"SNta27,SNta28",
813061,SNta29,
813082,SNta11,
813086,SNta34,
813099,SNta20,
813101,SNta20,
813109,SNta11,
813121,SNta20,
813122,SNta43,
813129,SNta29,
813135,SNta37,
813145,SNta18,
813166,SNta29,
813168,SNta04,
813176,SNta37,
813178,SNta37,
813193,,
813210,"SNta02,SNta09",
813225,"SNta02,SNta09",
813228,SNta11,
813233,SNta30,
813234,SNta33,
813279,SNta20,
813284,SNta42,
813285,SNta18,
813296,LgLG3,LgLG3_L
813297,SNta11,
813298,SNta18,
813303,,
813327,SNta18,
813329,SNta18,
813337,SNta28,
813339,SNta20,
813340,SNta11,
813341,"SNta04,SNta11",
813347,IN23B049,IN23B049_R
813354,SNta20,
813361,SNta18,
813368,SNxx04,
813376,SNta42,
813381,SNta44,
813387,SNta37,
813395,IN08A041,IN08A041_R
813400,SNta04,
813401,SNta28,
813407,SNta18,
813408,SNxx01,
813414,,
813420,SNta43,
813421,SNta11,
813459,SNta37,
813460,,
813477,"SNta27,SNta28",
813479,"SNta04,SNta11",
813484,SNxx14,
813492,SNta19,
813501,SNta11,
813504,SNta18,
813508,SNta04,
813510,SNta29,
813513,SNta20,
813519,SNta20,
813527,SNta22,
813529,SNta20,
813531,,
813533,,
813537,SNta28,
813544,IN12B071,IN12B071_R
813548,SNta29,
813554,SNta04,
