Root ID,Top in/out region,Community labels,Predicted NT type,Predicted NT confidence,Verified NT type,Verified Neuropeptide,Body Part,Function,Flow,Super Class,Class,Sub Class,Hemilineage,Nerve,Soma side,Primary Cell Type,Alternative Cell Type(s),Cable length (nm),Surface area (nm^2),Volume (nm^3)
172293,g20107,"flywireType: R7,statusLabel: Roughly traced",,,,,,,,ol_sensory,visual,,,,right,R7p,R7p,,,
172298,g14292,"statusLabel: Roughly traced,supertype: 14292",DA,0.81,,,,,,cb_intrinsic,Kenyon_Cell,,MBp2,,left,KCg-m,KCg-m,,,
172299,g12245,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,T2a,T2a,,,
172310,g13333,"flywireType: cLP02,hemibrainType: LT71,statusLabel: Prelim Roughly traced,supertype: 13333",GABA,0.83,,,,,,visual_centrifugal,,,no_lineage,,left,LPT111,LPT111,,,
172313,g13593,"statusLabel: Prelim Roughly traced,supertype: 12783",ACH,0.96,,,,,,visual_projection,,,VPNd2,,left,LC10d,LC10d,,,
172322,g15627,statusLabel: Prelim Roughly traced,,,,,,,,ol_intrinsic,,,,,left,C2,C2,,,
172324,g13173,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.83,,,,,,cb_intrinsic,Kenyon_Cell,,MBp3,,left,KCab-c,KCab-c,,,
172328,g24740,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5d,T5d,,,
172331,g11139,"flywireType: R1-6,statusLabel: Out of scope",HIST,0.98,,,,,,ol_sensory,visual,,,,right,R1-R6,R1-R6,,,
172332,g,statusLabel: Prelim Roughly traced,ACH,0.88,,,,,,sensory_ascending,mechanosensory_proprioceptive,haltere,,,left,SApp,SApp,,,
172333,g21218,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T4b,T4b,,,
172343,g12956,statusLabel: Roughly traced,GLUT,0.85,,,,,,ol_intrinsic,,,,,right,Mi2,Mi2,,,
172349,g44990,"hemibrainType: FS1B,instance: FS1B_b_C5,statusLabel: Roughly traced,supertype: 41385",ACH,0.91,,,,,,cb_intrinsic,CX,,DM3_CX_d1,,left,FS1B_b,FS1B_b,,,
172350,g16122,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T4c,T4c,,,
172353,g13882,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,T4a,T4a,,,
172355,g13173,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.71,,,,,,cb_intrinsic,Kenyon_Cell,,MBp2,,left,KCab-c,KCab-c,,,
172357,g14760,"flywireType: Tm21,statusLabel: Reviewed",ACH,0.97,,,,,,ol_intrinsic,,,,,left,Tm6,Tm6,,,
172358,g,statusLabel: Prelim Roughly traced,ACH,0.96,,,,,,cb_sensory,olfactory,,,,right,ORN_DA1,ORN_DA1,,,
172359,g11139,"flywireType: R1-6,statusLabel: Out of scope",,,,,,,,ol_sensory,visual,,,,right,R1-R6,R1-R6,,,
172372,g16250,statusLabel: Reviewed,,,,,,,,ol_intrinsic,,,,,left,Tm9,Tm9,,,
172376,g40824,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,Dm2,Dm2,,,
172377,g14326,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,T5b,T5b,,,
172379,g24695,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.73,,,,,,cb_intrinsic,Kenyon_Cell,,MBp2,,left,KCab-m,KCab-m,,,
172381,g17497,"flywireType: Tm27,statusLabel: Reviewed",ACH,0.97,,,,,,ol_intrinsic,,,,,left,TmY18,TmY18,,,
172383,g12956,statusLabel: Roughly traced,GLUT,0.78,,,,,,ol_intrinsic,,,,,right,Mi2,Mi2,,,
172405,g13918,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T3,T3,,,
172406,g15627,statusLabel: Prelim Roughly traced,,,,,,,,ol_intrinsic,,,,,left,C2,C2,,,
172408,g11062,statusLabel: Leaves,,,,,,,,ol_intrinsic,,,,,left,L4,L4,,,
172413,g15627,statusLabel: Prelim Roughly traced,,,,,,,,ol_intrinsic,,,,,left,C2,C2,,,
172415,g17463,"flywireType: Dm3q,statusLabel: Reviewed",GLUT,0.84,,,,,,ol_intrinsic,,,,,left,Dm3b,Dm3b,,,
172416,g24740,statusLabel: Reviewed,,,,,,,,ol_intrinsic,,,,,left,T5d,T5d,,,
172417,g17463,"flywireType: Dm3q,statusLabel: Roughly traced",GLUT,0.86,,,,,,ol_intrinsic,,,,,right,Dm3b,Dm3b,,,
172420,g16250,statusLabel: Prelim Roughly traced,,,,,,,,ol_intrinsic,,,,,left,Tm9,Tm9,,,
172424,g129680,"hemibrainType: SMP097,SMP098_b,statusLabel: Roughly traced,supertype: 129680,synonyms: Cachero 2010: aSP-a; Yu 2010: aSP2",GLUT,0.87,,,,,,cb_intrinsic,,,SMPad1,,right,CB1456,CB1456,,,
172425,g17497,"flywireType: Tm27,statusLabel: Roughly traced",ACH,0.96,,,,,,ol_intrinsic,,,,,right,TmY18,TmY18,,,
172426,g17463,"flywireType: Dm3q,statusLabel: Roughly traced",,,,,,,,ol_intrinsic,,,,,right,Dm3b,Dm3b,,,
172429,g121996,"flywireType: FS3,hemibrainType: FS3,instance: FS3_C2,statusLabel: Roughly traced,supertype: 41385",ACH,0.8,,,,,,cb_intrinsic,CX,,DM1_CX_d2,,left,FS3_d,FS3_d,,,
172430,g,"statusLabel: Prelim Roughly traced,supertype: 18638",ACH,0.77,,,,,,cb_intrinsic,,,LHd1,,right,CB4141,CB4141,,,
172442,g65054,"instance: vDeltaL_C6,statusLabel: Roughly traced,supertype: 11512",ACH,0.84,,,,,,cb_intrinsic,CX,,DM3_CX_v,,left,vDeltaL,vDeltaL,,,
172448,g11461,statusLabel: Reviewed,GLUT,0.77,,,,,,ol_intrinsic,,,,,left,Mi9,Mi9,,,
172451,g20428,"flywireType: R8,statusLabel: RT Hard to trace",HIST,0.77,,,,,,ol_sensory,visual,,,,right,R8_unclear,R8_unclear,,,
172452,g58012,statusLabel: Prelim Roughly traced,ACH,0.9,,,,,,visual_projection,,,,,left,LC27,LC27,,,
172460,g,"flywireType: CB2533,CB2779,statusLabel: Prelim Roughly traced,supertype: 38565",GLUT,0.83,,,,,,cb_intrinsic,,,SLPpm2,,left,,,,,
172475,g26518,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,T5c,T5c,,,
172476,g11139,"flywireType: R1-6,statusLabel: Out of scope",,,,,,,,ol_sensory,visual,,,,right,R1-R6,R1-R6,,,
172480,g12956,statusLabel: Reviewed,GLUT,0.78,,,,,,ol_intrinsic,,,,,left,Mi2,Mi2,,,
172481,g131995,"statusLabel: Roughly traced,supertype: 30554",ACH,0.89,,,,,,cb_intrinsic,,,DL1_dorsal,,left,LHPV5c3,LHPV5c3,,,
172482,g14735,"flywireType: Tm25,statusLabel: Roughly traced",ACH,0.97,,,,,,ol_intrinsic,,,,,right,Tm12,Tm12,,,
172484,g24740,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5d,T5d,,,
172492,g14292,"statusLabel: Roughly traced,supertype: 14292",DA,0.74,,,,,,cb_intrinsic,Kenyon_Cell,,MBp4,,left,KCg-m,KCg-m,,,
172506,g13918,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T3,T3,,,
172508,g64298,"flywireType: PFNp,statusLabel: Prelim Roughly traced,supertype: 14631",,,,,,,,cb_intrinsic,CX,,DM3_CX_v,,left,PFNp_b,PFNp_b,,,
172515,g,statusLabel: Prelim Roughly traced,ACH,0.94,,,,,,cb_sensory,hygrosensory,,,,left,HRN_VP5,HRN_VP5,,,
172516,g16354,statusLabel: Reviewed,ACH,0.94,,,,,,ol_intrinsic,,,,,left,Tm5a,Tm5a,,,
172518,g,statusLabel: Prelim Roughly traced,ACH,0.96,,,,,,cb_sensory,olfactory,,,,right,ORN_DM2,ORN_DM2,,,
172523,g13579,statusLabel: Reviewed,GABA,0.84,,,,,,ol_intrinsic,,,,,left,Mi4,Mi4,,,
172528,g17497,"flywireType: Tm27,statusLabel: Roughly traced",ACH,0.92,,,,,,ol_intrinsic,,,,,right,TmY18,TmY18,,,
172532,g,statusLabel: Prelim Roughly traced,ACH,0.95,,,,,,cb_sensory,olfactory,,,,right,ORN_DA1,ORN_DA1,,,
172535,g16250,statusLabel: Prelim Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,left,Tm9,Tm9,,,
172539,g11139,"flywireType: R1-6,statusLabel: Out of scope",,,,,,,,ol_sensory,visual,,,,left,R1-R6,R1-R6,,,
172544,g26406,"flywireType: R7,statusLabel: Prelim Roughly traced",,,,,,,,ol_sensory,visual,,,,right,R7_unclear,R7_unclear,,,
172551,g46342,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5a,T5a,,,
172559,g16122,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T4c,T4c,,,
172564,g14326,statusLabel: Reviewed,,,,,,,,ol_intrinsic,,,,,left,T5b,T5b,,,
172569,g11461,statusLabel: Reviewed,,,,,,,,ol_intrinsic,,,,,left,Mi9,Mi9,,,
172579,g19465,statusLabel: Reviewed,,,,,,,,ol_intrinsic,,,,,left,Dm10,Dm10,,,
172580,g10350,statusLabel: Prelim Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,left,L2,L2,,,
172582,g12956,statusLabel: Roughly traced,GLUT,0.77,,,,,,ol_intrinsic,,,,,right,Mi2,Mi2,,,
172588,g17497,"flywireType: Tm27,statusLabel: Roughly traced",ACH,0.96,,,,,,ol_intrinsic,,,,,right,TmY18,TmY18,,,
172592,g20428,"flywireType: R8,statusLabel: Prelim Roughly traced",HIST,0.87,,,,,,ol_sensory,visual,,,,right,R8_unclear,R8_unclear,,,
172595,g16877,statusLabel: Reviewed,ACH,0.94,,,,,,ol_intrinsic,,,,,left,Mi15,Mi15,,,
172598,g,statusLabel: Prelim Roughly traced,ACH,0.94,,,,,,cb_sensory,olfactory,,,,right,ORN_DA1,ORN_DA1,,,
172608,g14999,statusLabel: Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,right,L5,L5,,,
172609,g12956,statusLabel: Reviewed,GLUT,0.83,,,,,,ol_intrinsic,,,,,left,Mi2,Mi2,,,
172612,g11139,"flywireType: R1-6,statusLabel: Out of scope",,,,,,,,ol_sensory,visual,,,,left,R1-R6,R1-R6,,,
172614,g68360,"instance: FS4A_C1,statusLabel: Roughly traced,supertype: 68360",SER,0.55,,,,,,cb_intrinsic,CX,,DM4_CX_d3,,right,FS4A,FS4A,,,
172616,g16354,statusLabel: Reviewed,ACH,0.94,,,,,,ol_intrinsic,,,,,left,Tm5a,Tm5a,,,
172619,g15875,"flywireType: TmY11,statusLabel: Prelim Roughly traced",ACH,0.97,,,,,,ol_intrinsic,,,,,left,TmY13,TmY13,,,
172622,g40824,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,Dm2,Dm2,,,
172624,g,"statusLabel: Prelim Roughly traced,supertype: 42982",ACH,0.9,,,,,,cb_intrinsic,,,PSp3,,left,CB1876,CB1876,,,
172625,g,"flywireType: FB9B,statusLabel: Prelim Roughly traced,supertype: 61392",,,,,,,,cb_intrinsic,,,AOTUv4_ventral,,right,FB9B_e,FB9B_e,,,
172626,g17721,"flywireType: R7,statusLabel: Prelim Roughly traced",,,,,,,,ol_sensory,visual,,,,right,R7y,R7y,,,
172632,g,statusLabel: Prelim Roughly traced,ACH,0.95,,,,,,cb_sensory,olfactory,,,,left,ORN_VA7l,ORN_VA7l,,,
172633,g46342,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5a,T5a,,,
172635,g24695,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Prelim Roughly traced,supertype: 11862",DA,0.74,,,,,,cb_intrinsic,Kenyon_Cell,,MBp3,,right,KCab-m,KCab-m,,,
172641,g11139,"flywireType: R1-6,statusLabel: Reviewed",HIST,0.84,,,,,,ol_sensory,visual,,,,right,R1-R6,R1-R6,,,
172645,g17497,"flywireType: Tm27,statusLabel: Reviewed",ACH,0.95,,,,,,ol_intrinsic,,,,,left,TmY18,TmY18,,,
172646,g16122,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T4c,T4c,,,
172648,g40824,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,Dm2,Dm2,,,
172666,g147927,"flywireType: FB4Z,hemibrainType: FB4Z,statusLabel: Prelim Roughly traced,supertype: 95935",GLUT,0.64,,,,,,cb_intrinsic,CX,,DM6_dorso_medial,,left,FB4Z_a,FB4Z_a,,,
172679,g64793,"instance: TuBu08_SBU,statusLabel: Roughly traced,supertype: 14474",ACH,0.95,,,,,,cb_intrinsic,,,AOTUv3_dorsal,,left,TuBu08,TuBu08,,,
172680,g13918,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T3,T3,,,
172687,g13882,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T4a,T4a,,,
172690,g46342,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5a,T5a,,,
172693,g,"statusLabel: Prelim Roughly traced,supertype: 64351",GLUT,0.86,,,,,,cb_intrinsic,,,CLp2,,right,SMP281,SMP281,,,
172699,g,statusLabel: Prelim Roughly traced,ACH,0.95,,,,,,cb_sensory,olfactory,,,,right,ORN_VL2a,ORN_VL2a,,,
172704,g11139,"flywireType: R1-6,statusLabel: Reviewed",,,,,,,,ol_sensory,visual,,,,left,R1-R6,R1-R6,,,
172707,g10694,statusLabel: Prelim Roughly traced,ACH,0.95,,,,,,ol_intrinsic,,,,,left,L3,L3,,,
172712,g15625,"flywireType: R8,statusLabel: Roughly traced",HIST,0.84,,,,,,ol_sensory,visual,,,,right,R8y,R8y,,,
172714,g16122,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,T4c,T4c,,,
172718,g17948,statusLabel: Prelim Roughly traced,,,,,,,,ol_intrinsic,,,,,left,Mi13,Mi13,,,
172719,g14760,"flywireType: Tm21,statusLabel: Reviewed",ACH,0.88,,,,,,ol_intrinsic,,,,,left,Tm6,Tm6,,,
172722,g12956,statusLabel: Roughly traced,GLUT,0.85,,,,,,ol_intrinsic,,,,,right,Mi2,Mi2,,,
172723,g13918,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T3,T3,,,
172726,g,statusLabel: Prelim Roughly traced,ACH,0.89,,,,,,cb_sensory,olfactory,,,,left,ORN_VA1v,ORN_VA1v,,,
172737,g17795,statusLabel: Reviewed,,,,,,,,ol_intrinsic,,,,,left,Tm20,Tm20,,,
172739,g28786,"flywireType: Sm15,statusLabel: Reviewed",GLUT,0.82,,,,,,ol_intrinsic,,,,,left,Cm9,Cm9,,,
172741,g11139,"flywireType: R1-6,statusLabel: Reviewed",HIST,0.98,,,,,,ol_sensory,visual,,,,left,R1-R6,R1-R6,,,
172742,g17721,"flywireType: R7,statusLabel: Roughly traced",,,,,,,,ol_sensory,visual,,,,right,R7y,R7y,,,
172748,g13173,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.78,,,,,,cb_intrinsic,Kenyon_Cell,,MBp3,,left,KCab-c,KCab-c,,,
172753,g,statusLabel: Reviewed,ACH,0.96,,,,,,cb_sensory,mechanosensory,,,,left,BM_vOcci_vPoOr,BM_vOcci_vPoOr,,,
172754,g,statusLabel: Prelim Roughly traced,ACH,0.94,,,,,,cb_sensory,olfactory,,,,right,ORN_VL2a,ORN_VL2a,,,
172763,g21321,"flywireType: Sm05,statusLabel: Prelim Roughly traced",,,,,,,,ol_intrinsic,,,,,left,Mi16,Mi16,,,
172764,g15115,"flywireType: Dm3p,statusLabel: Roughly traced",GLUT,0.84,,,,,,ol_intrinsic,,,,,right,Dm3a,Dm3a,,,
172766,g12709,statusLabel: Reviewed,GLUT,0.74,,,,,,ol_intrinsic,,,,,left,TmY5a,TmY5a,,,
172767,g40824,statusLabel: Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,right,Dm2,Dm2,,,
172773,g52696,"flywireType: Sm02,statusLabel: Roughly traced",ACH,0.97,,,,,,ol_intrinsic,,,,,right,Cm1,Cm1,,,
172774,g17721,"flywireType: R7,statusLabel: Roughly traced",,,,,,,,ol_sensory,visual,,,,right,R7y,R7y,,,
172788,g16877,statusLabel: Reviewed,ACH,0.93,,,,,,ol_intrinsic,,,,,left,Mi15,Mi15,,,
172796,g138098,"statusLabel: Prelim Roughly traced,supertype: 54506",GLUT,0.87,,,,,,cb_intrinsic,,,DM6_posterior,,left,CB1789,CB1789,,,
172801,g13173,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.77,,,,,,cb_intrinsic,Kenyon_Cell,,MBp3,,left,KCab-c,KCab-c,,,
172802,g17497,"flywireType: Tm27,statusLabel: Reviewed",ACH,0.97,,,,,,ol_intrinsic,,,,,left,TmY18,TmY18,,,
172808,g19465,statusLabel: Prelim Roughly traced,GABA,0.85,,,,,,ol_intrinsic,,,,,left,Dm10,Dm10,,,
172810,g17463,"flywireType: Dm3q,statusLabel: Reviewed",GLUT,0.8,,,,,,ol_intrinsic,,,,,left,Dm3b,Dm3b,,,
172812,g11139,"flywireType: R1-6,statusLabel: Reviewed",,,,,,,,ol_sensory,visual,,,,left,R1-R6,R1-R6,,,
172817,g,statusLabel: Prelim Roughly traced,ACH,0.91,,,,,,cb_sensory,olfactory,,,,right,ORN_VM5v,ORN_VM5v,,,
172820,g19465,statusLabel: Prelim Roughly traced,GABA,0.87,,,,,,ol_intrinsic,,,,,left,Dm10,Dm10,,,
172822,g15627,statusLabel: Prelim Roughly traced,,,,,,,,ol_intrinsic,,,,,left,C2,C2,,,
172823,g,statusLabel: Prelim Roughly traced,ACH,0.96,,,,,,cb_sensory,olfactory,,,,right,ORN_VA1d,ORN_VA1d,,,
172829,g64298,"flywireType: PFNp,statusLabel: Prelim Roughly traced,supertype: 14631",ACH,0.5,,,,,,cb_intrinsic,CX,,DM1_CX_v,,right,PFNp_b,PFNp_b,,,
172830,g20428,"flywireType: R8,statusLabel: RT Hard to trace",HIST,0.77,,,,,,ol_sensory,visual,,,,right,R8_unclear,R8_unclear,,,
172836,g13918,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T3,T3,,,
172837,g132062,"statusLabel: Roughly traced,supertype: 38565",GLUT,0.82,,,,,,cb_intrinsic,,,SLPpm2,,left,CB1617,CB1617,,,
172840,g18223,statusLabel: Reviewed,GLUT,0.78,,,,,,ol_intrinsic,,,,,left,Tm5c,Tm5c,,,
172843,g15627,statusLabel: Reviewed,GABA,0.73,,,,,,ol_intrinsic,,,,,left,C2,C2,,,
172844,g16250,statusLabel: Prelim Roughly traced,ACH,0.97,,,,,,ol_intrinsic,,,,,left,Tm9,Tm9,,,
172852,g11139,"flywireType: R1-6,statusLabel: Out of scope",,,,,,,,ol_sensory,visual,,,,right,R1-R6,R1-R6,,,
172855,g23653,"flywireType: Tm32,statusLabel: Reviewed",GLUT,0.83,,,,,,ol_intrinsic,,,,,left,Tm34,Tm34,,,
172856,g17497,"flywireType: Tm27,statusLabel: Reviewed",ACH,0.97,,,,,,ol_intrinsic,,,,,left,TmY18,TmY18,,,
172863,g15115,"flywireType: Dm3p,statusLabel: Roughly traced",GLUT,0.83,,,,,,ol_intrinsic,,,,,right,Dm3a,Dm3a,,,
172868,g36718,"instance: SApp09,SApp22,mancBodyid: 14817,mancType: SApp09,SApp22,statusLabel: Prelim Roughly traced",ACH,0.9,,,,,,sensory_ascending,mechanosensory_proprioceptive,campaniform_sensilla,,,left,SApp09,"SApp09,SApp22",,,
172875,g15625,"flywireType: R8,statusLabel: Reviewed",HIST,0.8,,,,,,ol_sensory,visual,,,,left,R8y,R8y,,,
172880,g,statusLabel: Prelim Roughly traced,ACH,0.96,,,,,,cb_sensory,olfactory,,,,left,ORN_DA2,ORN_DA2,,,
172881,g42365,"statusLabel: Roughly traced,supertype: 27760",ACH,0.92,,,,,,cb_intrinsic,,,VLPl2_posterior,,left,CB2877,CB2877,,,
172884,g11139,"flywireType: R1-6,statusLabel: Out of scope",,,,,,,,ol_sensory,visual,,,,left,R1-R6,R1-R6,,,
172887,g11139,"flywireType: R1-6,statusLabel: Out of scope",,,,,,,,ol_sensory,visual,,,,right,R1-R6,R1-R6,,,
172901,g133529,"statusLabel: Roughly traced,supertype: 25975",GLUT,0.76,,,,,,cb_intrinsic,,,SMPad3,,left,CB3574,CB3574,,,
172902,g,statusLabel: Prelim Roughly traced,ACH,0.95,,,,,,cb_sensory,olfactory,,,,right,ORN_VA1v,ORN_VA1v,,,
172904,g,"statusLabel: Prelim Roughly traced,supertype: 46454",ACH,0.92,,,,,,cb_intrinsic,,,PSp3,,right,IB087,IB087,,,
172906,g15479,"flywireType: R8,statusLabel: Reviewed",HIST,0.63,,,,,,ol_sensory,visual,,,,left,R8p,R8p,,,
172908,g121996,"flywireType: FS3,hemibrainType: FS3,instance: FS3_C3,statusLabel: Roughly traced,supertype: 41385",ACH,0.94,,,,,,cb_intrinsic,CX,,DM4_CX_d1,,right,FS3_d,FS3_d,,,
172921,g66537,"statusLabel: Roughly traced,supertype: 66537",GLUT,0.76,,,,,,cb_intrinsic,,,DM2_or_DM3_posterior,,left,CB1227,CB1227,,,
172925,g13918,statusLabel: Reviewed,ACH,0.94,,,,,,ol_intrinsic,,,,,left,T3,T3,,,
172928,g,"statusLabel: Roughly traced,supertype: 66198",,,,,,,,cb_intrinsic,,,AOTUv3_ventral,,left,LAL086,LAL086,,,
172929,g16877,statusLabel: Roughly traced,ACH,0.89,,,,,,ol_intrinsic,,,,,right,Mi15,Mi15,,,
172930,g13918,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T3,T3,,,
172931,g15115,"flywireType: Dm3p,statusLabel: Reviewed",GLUT,0.82,,,,,,ol_intrinsic,,,,,left,Dm3a,Dm3a,,,
172935,g14760,"flywireType: Tm21,statusLabel: Roughly traced",ACH,0.96,,,,,,ol_intrinsic,,,,,right,Tm6,Tm6,,,
172941,g17463,"flywireType: Dm3q,statusLabel: Roughly traced",GLUT,0.85,,,,,,ol_intrinsic,,,,,right,Dm3b,Dm3b,,,
172943,g15479,"flywireType: R8,statusLabel: Roughly traced",HIST,0.77,,,,,,ol_sensory,visual,,,,right,R8p,R8p,,,
172949,g26406,"flywireType: R7,statusLabel: Reviewed",,,,,,,,ol_sensory,visual,,,,left,R7_unclear,R7_unclear,,,
172950,g14760,"flywireType: Tm21,statusLabel: Reviewed",ACH,0.97,,,,,,ol_intrinsic,,,,,left,Tm6,Tm6,,,
172955,g17721,"flywireType: R7,statusLabel: Roughly traced",,,,,,,,ol_sensory,visual,,,,right,R7y,R7y,,,
172965,g15479,"flywireType: R8,statusLabel: Reviewed",HIST,0.77,,,,,,ol_sensory,visual,,,,left,R8p,R8p,,,
172968,g23653,"flywireType: Tm32,statusLabel: Reviewed",GLUT,0.88,,,,,,ol_intrinsic,,,,,left,Tm34,Tm34,,,
172970,g17936,"flywireType: Sm06,statusLabel: Reviewed",GABA,0.85,,,,,,ol_intrinsic,,,,,left,Cm6,Cm6,,,
172972,g11139,"flywireType: R1-6,statusLabel: Out of scope",,,,,,,,ol_sensory,visual,,,,right,R1-R6,R1-R6,,,
172988,g29457,"flywireType: Sm01,statusLabel: Reviewed",ACH,0.95,,,,,,ol_intrinsic,,,,,left,Cm2,Cm2,,,
172993,g17721,"flywireType: R7,statusLabel: Reviewed",,,,,,,,ol_sensory,visual,,,,left,R7y,R7y,,,
172994,g26518,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T5c,T5c,,,
172995,g11139,"flywireType: R1-6,statusLabel: Out of scope",,,,,,,,ol_sensory,visual,,,,left,R1-R6,R1-R6,,,
172997,g13918,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,T3,T3,,,
173000,g16122,statusLabel: Reviewed,ACH,0.97,,,,,,ol_intrinsic,,,,,left,T4c,T4c,,,
173003,g47136,"instance: vDeltaK_C3,statusLabel: Roughly traced,supertype: 11512",,,,,,,,cb_intrinsic,CX,,DM2_CX_p,,left,vDeltaK,vDeltaK,,,
173006,g104389,"instance: FS4B_C3,statusLabel: Roughly traced,supertype: 68360",ACH,0.66,,,,,,cb_intrinsic,CX,,DM4_CX_d1,,right,FS4B,FS4B,,,
173010,g,statusLabel: Prelim Roughly traced,ACH,0.84,,,,,,cb_sensory,gustatory,taste_peg,,,left,claw_tpGRN,claw_tpGRN,,,
173021,g13421,statusLabel: Reviewed,ACH,0.95,,,,,,ol_intrinsic,,,,,left,Tm3,Tm3,,,
173025,g68360,"instance: FS4A_C4,statusLabel: Roughly traced,supertype: 68360",ACH,0.72,,,,,,cb_intrinsic,CX,,DM2_CX_d2,,left,FS4A,FS4A,,,
173026,g17497,"flywireType: Tm27,statusLabel: Reviewed",ACH,0.96,,,,,,ol_intrinsic,,,,,left,TmY18,TmY18,,,
173031,g,statusLabel: Prelim Roughly traced,ACH,0.94,,,,,,cb_sensory,olfactory,,,,right,ORN_DM1,ORN_DM1,,,
173034,g11139,"flywireType: R1-6,statusLabel: Out of scope",,,,,,,,ol_sensory,visual,,,,right,R1-R6,R1-R6,,,
173035,g14999,statusLabel: Prelim Roughly traced,ACH,0.96,,,,,,ol_intrinsic,,,,,left,L5,L5,,,
173038,g12956,statusLabel: Roughly traced,GLUT,0.77,,,,,,ol_intrinsic,,,,,right,Mi2,Mi2,,,
173044,g107460,"statusLabel: Roughly traced,supertype: 45085",GLUT,0.83,,,,,,cb_intrinsic,,,DM2_or_DM3_posterior,,right,CB2337,CB2337,,,
173045,g17795,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,Tm20,Tm20,,,
173055,g50984,"flywireType: PFNm,instance: PFNm_a_L6_C5,statusLabel: Prelim Roughly traced,supertype: 14631",ACH,0.77,,,,,,cb_intrinsic,CX,,DM3_CX_p,,left,PFNm_a,PFNm_a,,,
173056,g,"flywireType: CB1516,statusLabel: Prelim Roughly traced,supertype: 18277",GLUT,0.85,,,,,,cb_intrinsic,,,DM6_posterior,,left,CL351,CL351,,,
173058,g12956,statusLabel: Roughly traced,GLUT,0.85,,,,,,ol_intrinsic,,,,,right,Mi2,Mi2,,,
173061,g40824,statusLabel: Roughly traced,,,,,,,,ol_intrinsic,,,,,right,Dm2,Dm2,,,
173066,g13882,statusLabel: Reviewed,,,,,,,,ol_intrinsic,,,,,left,T4a,T4a,,,
173069,g17795,statusLabel: Reviewed,ACH,0.96,,,,,,ol_intrinsic,,,,,left,Tm20,Tm20,,,
173081,g13173,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.78,,,,,,cb_intrinsic,Kenyon_Cell,,MBp4,,left,KCab-c,KCab-c,,,
173082,g13173,"flywireType: KCab,hemibrainType: KCab-m,KCab-c,KCab-s,statusLabel: Roughly traced,supertype: 11862",DA,0.66,,,,,,cb_intrinsic,Kenyon_Cell,,MBp2,,left,KCab-c,KCab-c,,,
