Root ID,Top in/out region,Community labels,Predicted NT type,Predicted NT confidence,Verified NT type,Verified Neuropeptide,Body Part,Function,Flow,Super Class,Class,Sub Class,Hemilineage,Nerve,Soma side,Primary Cell Type,Alternative Cell Type(s),Cable length (nm),Surface area (nm^2),Volume (nm^3)
10001,g10001,"hemibrainType: Giant Fiber,instance: DNp01(GF),mancBodyid: 10000,statusLabel: Roughly traced,synonyms: Kennedy and Broadie 2018: GF",ACH,0.5,,,,,,descending_neuron,,lt,putative_primary,,right,DNp01,DNp01,,,
10002,g10002,"hemibrainType: OCG01,statusLabel: Roughly traced",ACH,0.96,,,,,,visual_projection,,,,,left,OCG01d,OCG01d,,,
10003,g10003,statusLabel: Prelim Roughly traced,GABA,0.88,,,,,,visual_centrifugal,,,putative_primary,,right,VCH,VCH,,,
10005,g10005,statusLabel: Roughly traced,GABA,0.84,,,,,,cb_intrinsic,,,putative_primary,,right,AOTU019,AOTU019,,,
10006,g10006,"flywireType: VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,statusLabel: Prelim Roughly traced,supertype: 10006",ACH,0.9,,,,,,visual_projection,,,no_lineage,,left,VS,VS,,,
10009,g10009,statusLabel: Roughly traced,GABA,0.86,,,,,,ol_intrinsic,,,,,left,CT1,CT1,,,
10010,g10001,"hemibrainType: Giant Fiber,instance: DNp01(GF),mancBodyid: 10002,statusLabel: Roughly traced,synonyms: Kennedy and Broadie 2018: GF",ACH,0.56,,,,,,descending_neuron,,lt,putative_primary,,left,DNp01,DNp01,,,
10011,g10011,"hemibrainType: P1-9,statusLabel: Roughly traced",OCT,0.9,,,,,,visual_centrifugal,,,putative_primary,,left,OA-AL2i1,OA-AL2i1,,,
10012,g10006,"flywireType: VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,statusLabel: Roughly traced,supertype: 10006",ACH,0.86,,,,,,visual_projection,,,no_lineage,,right,VS,VS,,,
10013,g10013,"instance: MBON01(y5B'2a),statusLabel: Roughly traced",GLUT,0.72,,,,,,cb_intrinsic,MBON,,putative_primary,,right,MBON01,MBON01,,,
10015,g10015,"statusLabel: Roughly traced,supertype: 10015",ACH,0.77,,,,,,visual_projection,,,putative_primary,,right,HSN,HSN,,,
10016,g10016,"statusLabel: Roughly traced,supertype: 10015",ACH,0.91,,,,,,visual_projection,,,putative_primary,,right,HSE,HSE,,,
10017,g10017,statusLabel: Roughly traced,,,,,,,,cb_intrinsic,,,putative_primary,,left,AMMC-A1,AMMC-A1,,,
10018,g10018,"statusLabel: Roughly traced,synonyms: fru-M-100201",GABA,0.88,,,,,,cb_intrinsic,,,putative_primary,,left,LAL138,LAL138,,,
10019,g10019,statusLabel: Prelim Roughly traced,ACH,0.94,,,,,,visual_projection,,,,,left,H2,H2,,,
10020,g10017,statusLabel: Roughly traced,,,,,,,,cb_intrinsic,,,putative_primary,,left,AMMC-A1,AMMC-A1,,,
10021,g10021,"statusLabel: Roughly traced,supertype: 10021",ACH,0.97,,,,,,cb_intrinsic,,,VLPl&p1_lateral,,left,CB2049,CB2049,,,
10023,g10023,statusLabel: Roughly traced,ACH,0.88,,,,,,visual_projection,,,,,right,HSS,HSS,,,
10025,g10019,statusLabel: Roughly traced,ACH,0.89,,,,,,visual_projection,,,,,right,H2,H2,,,
10026,g10026,"mancBodyid: 10012,statusLabel: Prelim Roughly traced,synonyms: Matsuo 2016: AMMC-Di3",ACH,0.94,,,,,,descending_neuron,,xn,putative_primary,,right,DNp18,DNp18,,,
10027,g10003,statusLabel: Roughly traced,GABA,0.87,,,,,,visual_centrifugal,,,putative_primary,,left,VCH,VCH,,,
10029,g10029,"flywireType: cL21,hemibrainType: PVLP132,statusLabel: Roughly traced",GLUT,0.82,,,,,,visual_centrifugal,,,putative_primary,,right,LoVC16,LoVC16,,,
10030,g10030,"mancBodyid: 10061,mancType: DNxl053,statusLabel: Roughly traced,synonyms: Kimura 2008, Kohatsu 2010: P2b; Cachero 2010: pIP-a; Yu 2010: pIP1",ACH,0.94,,,,,,descending_neuron,,xl,,,left,pIP1,pIP1,,,
10031,g10031,statusLabel: Roughly traced,GABA,0.87,,,,,,cb_intrinsic,,,putative_primary,,right,AOTU041,AOTU041,,,
10032,g10032,"flywireType: CB0055,statusLabel: Roughly traced",GABA,0.82,,,,,,cb_intrinsic,,,putative_primary,,left,GNG116,GNG116,,,
10033,g10033,"mancBodyid: 17621,statusLabel: Prelim Roughly traced,supertype: 10033",GABA,0.88,,,,,,descending_neuron,,xn,LB3,,right,DNg56,DNg56,,,
10034,g10016,"statusLabel: Prelim Roughly traced,supertype: 10015",ACH,0.91,,,,,,visual_projection,,,putative_primary,,left,HSE,HSE,,,
10035,g10035,statusLabel: Roughly traced,GABA,0.74,,,,,,cb_intrinsic,,,putative_primary,,left,AstA1,AstA1,,,
10037,g10006,"flywireType: VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,statusLabel: Roughly traced,supertype: 10006",ACH,0.73,,,,,,visual_projection,,,no_lineage,,right,VS,VS,,,
10038,g10030,"mancBodyid: 10111,mancType: DNxl053,statusLabel: Roughly traced,synonyms: Kimura 2008, Kohatsu 2010: P2b; Cachero 2010: pIP-a; Yu 2010: pIP1",ACH,0.95,,,,,,descending_neuron,,xl,,,right,pIP1,pIP1,,,
10039,g10039,"statusLabel: Prelim Roughly traced,supertype: 10039",ACH,0.95,,,,,,cb_intrinsic,ALPN,,ALad1__prim,,right,VL2a_adPN,VL2a_adPN,,,
10040,g10040,statusLabel: Prelim Roughly traced,GLUT,0.72,,,,,,ol_intrinsic,,,,,left,Dm17,Dm17,,,
10041,g,"instance: OA-VUMa1_M,statusLabel: Prelim Roughly traced,supertype: 10041",OCT,0.88,,,,,,cb_intrinsic,,,MX0__prim,,center,OA-VUMa1,OA-VUMa1,,,
10042,g10042,"flywireType: LPT47_vCal2,statusLabel: Prelim Roughly traced,supertype: 10042",GLUT,0.72,,,,,,visual_projection,,,SLPp&v1_ventral,,left,vCal2,vCal2,,,
10043,g10043,"statusLabel: Prelim Roughly traced,supertype: 10043",GABA,0.77,,,,,,cb_intrinsic,CX,,EBa1,,left,ER5,ER5,,,
10044,g10044,statusLabel: Roughly traced,ACH,0.95,,,,,,cb_intrinsic,,,putative_primary,,left,SMP108,SMP108,,,
10045,g10045,"mancBodyid: 10339,statusLabel: Prelim Roughly traced,synonyms: Sapkal 2024: BDN2",ACH,0.95,,,,,,descending_neuron,,xl,putative_primary,,left,DNg100,DNg100,,,
10046,g10046,"flywireType: cM15,hemibrainType: PS125,statusLabel: Roughly traced,supertype: 10046",ACH,0.96,,,,,,visual_centrifugal,,,DM1_posterior,,left,MeVC11,MeVC11,,,
10047,g10047,"flywireType: CB0904,statusLabel: Roughly traced",,,,,,,,cb_motor,,pm,putative_primary,PhN,left,MNx02,MNx02,,,
10048,g10026,"mancBodyid: 10021,statusLabel: Prelim Roughly traced,synonyms: Matsuo 2016: AMMC-Di3",ACH,0.89,,,,,,descending_neuron,,xn,putative_primary,,left,DNp18,DNp18,,,
10049,g10049,"statusLabel: Roughly traced,supertype: 10049",ACH,0.92,,,,,,cb_intrinsic,ALPN,,ALl1_ventral,,left,VA7m_lPN,VA7m_lPN,,,
10050,g10050,statusLabel: Roughly traced,SER,0.81,,,,,,visual_centrifugal,,,putative_primary,,right,5-HTPMPV03,5-HTPMPV03,,,
10051,g10051,"flywireType: Li33,hemibrainType: mALC2,statusLabel: Roughly traced",GABA,0.89,,,,,,ol_intrinsic,,,,,left,Li39,Li39,,,
10052,g10052,"flywireType: mALC4,hemibrainType: mALC4,statusLabel: Roughly traced",GABA,0.89,,,,,,visual_centrifugal,,,putative_primary,,left,LoVC14,LoVC14,,,
10053,g10029,"flywireType: cL21,hemibrainType: PVLP132,statusLabel: Roughly traced",GLUT,0.83,,,,,,visual_centrifugal,,,putative_primary,,right,LoVC16,LoVC16,,,
10054,g10054,"hemibrainType: PS168,instance: DNpe013(PS168),mancBodyid: 16746,mancType: DNxn149,statusLabel: Prelim Roughly traced",ACH,0.96,,,,,,descending_neuron,,xn,putative_primary,,right,DNpe013,DNpe013,,,
10056,g10045,"mancBodyid: 10093,statusLabel: Prelim Roughly traced,synonyms: Sapkal 2024: BDN2",ACH,0.96,,,,,,descending_neuron,,xl,putative_primary,,right,DNg100,DNg100,,,
10057,g10057,"statusLabel: Roughly traced,supertype: 10057",GABA,0.8,,,,,,cb_intrinsic,,,CREa1_ventral,,right,mALD1,mALD1,,,
10059,g10059,"statusLabel: Prelim Roughly traced,synonyms: Dorkenwald 2024: DNOVS1",ACH,0.81,,,,,,descending_neuron,,xn,putative_primary,,right,DNp20,DNp20,,,
10060,g10060,"flywireType: MeMe_e13,statusLabel: Roughly traced",ACH,0.95,,,,,,ol_intrinsic,ol_bilateral,,,,left,MeVPOL1,MeVPOL1,,,
10061,g10061,statusLabel: Roughly traced,GABA,0.87,,,,,,visual_centrifugal,,,putative_primary,,left,DCH,DCH,,,
10063,g10063,"mancBodyid: 15272,statusLabel: Roughly traced",ACH,0.73,,,,,,descending_neuron,,xn,,,right,DNp27,DNp27,,,
10065,g10065,"mancBodyid: 10315,statusLabel: Prelim Roughly traced,synonyms: Matsuo 2016: AMMC-Di7",ACH,0.96,,,,,,descending_neuron,,xn,putative_primary,,right,DNb05,DNb05,,,
10066,g10066,"flywireType: LPi15,statusLabel: Roughly traced",GABA,0.91,,,,,,ol_intrinsic,,,,,right,LPi21,LPi21,,,
10067,g10067,"flywireType: MeLp1,statusLabel: Roughly traced,supertype: 10067",ACH,0.95,,,,,,visual_projection,,,putative_primary,,left,MeVPLp1,MeVPLp1,,,
10068,g10068,"hemibrainType: DSKMP1A,mancBodyid: 17211,statusLabel: Roughly traced",GLUT,0.52,,,,,,descending_neuron,,xn,putative_primary,,right,DNp30,DNp30,,,
10069,g10069,"flywireType: AN_multi_28,hemibrainType: PS299,instance: AN07B004(PS299),mancBodyid: 11410,statusLabel: Roughly traced",GABA,0.84,,,,,,ascending_neuron,,BA,07B,,right,AN07B004,AN07B004,,,
10070,g10005,statusLabel: Roughly traced,GABA,0.83,,,,,,cb_intrinsic,,,putative_primary,,left,AOTU019,AOTU019,,,
10071,g10071,"flywireType: AN_GNG_151,mancBodyid: 13537,statusLabel: Prelim Roughly traced",OCT,0.59,,,,,,ascending_neuron,,CA,12B,,left,AN12B011,AN12B011,,,
10072,g10011,"hemibrainType: P1-9,statusLabel: Roughly traced",OCT,0.9,,,,,,visual_centrifugal,,,putative_primary,,right,OA-AL2i1,OA-AL2i1,,,
10073,g10006,"flywireType: VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,statusLabel: Prelim Roughly traced,supertype: 10006",ACH,0.82,,,,,,visual_projection,,,no_lineage,,left,VS,VS,,,
10074,g10074,statusLabel: Roughly traced,GLUT,0.62,,,,,,cb_intrinsic,,,putative_primary,,left,PVLP010,PVLP010,,,
10075,g10075,"statusLabel: Roughly traced,supertype: 10075,synonyms: Cachero 2010: aDT-e",ACH,0.95,,,,,,cb_intrinsic,ALPN,,ALl1_ventral,,left,DA1_lPN,DA1_lPN,,,
10076,g10076,"hemibrainType: OCG01,statusLabel: Roughly traced",ACH,0.97,,,,,,visual_projection,,,,,right,OCG01b,OCG01b,,,
10077,g10077,"flywireType: LPT45_dCal1,statusLabel: Roughly traced",GABA,0.82,,,,,,ol_intrinsic,,,putative_primary,,left,dCal1,dCal1,,,
10078,g10078,"flywireType: cM05,statusLabel: Roughly traced",ACH,0.94,,,,,,visual_centrifugal,,,putative_primary,,left,MeVC1,MeVC1,,,
10079,g10079,"instance: MBON06(B1>a),statusLabel: Roughly traced",GLUT,0.65,,,,,,cb_intrinsic,MBON,,putative_primary,,right,MBON06,MBON06,,,
10080,g,"instance: OA-VUMa3_M,statusLabel: Prelim Roughly traced,supertype: 10080",OCT,0.83,,,,,,cb_intrinsic,,,MD0__prim,,center,OA-VUMa3,OA-VUMa3,,,
10081,g10076,"hemibrainType: OCG01,statusLabel: Roughly traced",ACH,0.96,,,,,,visual_projection,,,,,left,OCG01b,OCG01b,,,
10082,g10082,statusLabel: Roughly traced,GLUT,0.54,,,,,,cb_intrinsic,,,putative_primary,,right,AVLP016,AVLP016,,,
10083,g,"statusLabel: Prelim Roughly traced,supertype: 10083,synonyms: Cachero 2010: aIP-b",ACH,0.95,,,,,,cb_intrinsic,,,VLPa1_medial,,right,AVLP748m,AVLP748m,,,
10084,g10084,"statusLabel: Roughly traced,supertype: 10084",ACH,0.96,,,,,,cb_intrinsic,ALPN,,ALad1__prim,,right,DP1m_adPN,DP1m_adPN,,,
10085,g10085,statusLabel: Prelim Roughly traced,GABA,0.88,,,,,,ol_intrinsic,,,,,left,Am1,Am1,,,
10086,g,"hemibrainType: PI1,PI2,PI3,statusLabel: Prelim Roughly traced,supertype: 10086",ACH,0.6,,,,,,cb_endocrine,,,DILP__prim,NCC,left,DH44,DH44,,,
10087,g10087,"flywireType: AN_multi_89,mancBodyid: 10887,statusLabel: Prelim Roughly traced",ACH,0.8,,,,,,ascending_neuron,,BA,,,left,ANXXX033,ANXXX033,,,
10088,g10078,"flywireType: cM05,statusLabel: Roughly traced",ACH,0.95,,,,,,visual_centrifugal,,,putative_primary,,right,MeVC1,MeVC1,,,
10089,g10089,statusLabel: Roughly traced,GLUT,0.77,,,,,,cb_intrinsic,,,putative_primary,,left,PLP034,PLP034,,,
10090,g10090,"hemibrainType: DNa08,instance: aSP22(DNa12),mancBodyid: 11071,statusLabel: Roughly traced,supertype: 10090,synonyms: McKellar 2019: DNa12",ACH,0.96,,,,,,descending_neuron,,xn,WEDd1,,left,aSP22,aSP22,,,
10091,g10091,"hemibrainType: CL262,instance: DNpe042(CL262),mancBodyid: 190167,mancType: DNlt011,statusLabel: Roughly traced",ACH,0.96,,,,,,descending_neuron,,lt,putative_primary,,left,DNpe042,DNpe042,,,
10092,g10092,"flywireType: aMe17a1,statusLabel: Prelim Roughly traced,supertype: 10067",SER,0.55,,,,,,visual_centrifugal,,,putative_primary,,left,aMe17a,aMe17a,,,
10093,g10085,statusLabel: Roughly traced,GABA,0.89,,,,,,ol_intrinsic,,,,,right,Am1,Am1,,,
10094,g10094,"flywireType: VESa1_P02,statusLabel: Roughly traced,supertype: 10094",GABA,0.81,,,,,,cb_intrinsic,,,VESa1,,left,AVLP597,AVLP597,,,
10096,g10096,"instance: lLN2F_a(Full),statusLabel: Prelim Roughly traced,supertype: 10096",,,,,,,,cb_intrinsic,ALLN,,ALl1_dorsal,,left,lLN2F_a,lLN2F_a,,,
10097,g10097,statusLabel: Roughly traced,GABA,0.81,,,,,,cb_intrinsic,,,putative_primary,,left,oviIN,oviIN,,,
10098,g10098,statusLabel: Roughly traced,ACH,0.95,,,,,,cb_intrinsic,,,putative_primary,,left,AVLP442,AVLP442,,,
10099,g10099,"statusLabel: Roughly traced,supertype: 10099",GLUT,0.64,,,,,,cb_intrinsic,CX,,LALv1_dorsal,,right,ExR6,ExR6,,,
10100,g10100,"flywireType: OA-AL2b1,hemibrainType: PLP244,statusLabel: Roughly traced",OCT,0.87,,,,,,visual_centrifugal,,,putative_primary,,right,LoVCLo3,LoVCLo3,,,
10101,g,"statusLabel: Prelim Roughly traced,supertype: 10101",GABA,0.86,,,,,,cb_intrinsic,,,FLAa1,,right,PS100,PS100,,,
10102,g10102,"flywireType: cML01,statusLabel: Roughly traced",GLUT,0.81,,,,,,visual_centrifugal,,,putative_primary,,right,MeVC25,MeVC25,,,
10103,g10103,"flywireType: CB0409,statusLabel: Roughly traced",ACH,0.94,,,,,,cb_intrinsic,,,putative_primary,,left,GNG104,GNG104,,,
10104,g10090,"hemibrainType: DNa08,instance: aSP22(DNa12),mancBodyid: 11327,statusLabel: Roughly traced,supertype: 10090,synonyms: McKellar 2019: DNa12",ACH,0.96,,,,,,descending_neuron,,xn,WEDd1,,right,aSP22,aSP22,,,
10105,g10102,"flywireType: cML01,statusLabel: Prelim Roughly traced",GLUT,0.84,,,,,,visual_centrifugal,,,putative_primary,,left,MeVC25,MeVC25,,,
10106,g10106,"mancBodyid: 10113,statusLabel: Roughly traced,synonyms: Matsuo 2016: AMMC-Db3",ACH,0.91,,,,,,descending_neuron,,xn,putative_primary,,right,DNp11,DNp11,,,
10107,g10107,"flywireType: OA-AL2b2,hemibrainType: aMe14b,statusLabel: Roughly traced",ACH,0.93,,,,,,visual_centrifugal,,,putative_primary,,left,MeVCMe1,MeVCMe1,,,
10108,g10061,statusLabel: Prelim Roughly traced,GABA,0.87,,,,,,visual_centrifugal,,,putative_primary,,right,DCH,DCH,,,
10109,g10109,statusLabel: Roughly traced,GABA,0.86,,,,,,cb_intrinsic,,,putative_primary,,left,VES041,VES041,,,
10110,g,"instance: OA-VUMa1_M,statusLabel: Prelim Roughly traced,supertype: 10041",OCT,0.88,,,,,,cb_intrinsic,,,MD0__prim,,center,OA-VUMa1,OA-VUMa1,,,
10111,g10111,"statusLabel: Roughly traced,supertype: 10111",ACH,0.96,,,,,,cb_intrinsic,ALPN,,ALad1__prim,,left,DM3_adPN,DM3_adPN,,,
10112,g10006,"flywireType: VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,statusLabel: Roughly traced,supertype: 10006",ACH,0.8,,,,,,visual_projection,,,no_lineage,,right,VS,VS,,,
10113,g10113,"flywireType: CB0574,statusLabel: Prelim Roughly traced",ACH,0.9,,,,,,cb_intrinsic,,,putative_primary,,right,GNG106,GNG106,,,
10114,g10114,"flywireType: Sm42,statusLabel: Roughly traced",GLUT,0.51,,,,,,ol_intrinsic,,,,,right,Cm34,Cm34,,,
10115,g10082,statusLabel: Roughly traced,GLUT,0.57,,,,,,cb_intrinsic,,,putative_primary,,left,AVLP016,AVLP016,,,
10116,g10116,"statusLabel: Roughly traced,supertype: 10116,synonyms: Cachero 2010: pIP-g",ACH,0.93,,,,,,cb_intrinsic,,,DM5_central,,left,VES074,VES074,,,
10117,g10117,"mancBodyid: 10157,statusLabel: Prelim Roughly traced,supertype: 10117,synonyms: Matsuo 2016: P3b",ACH,0.85,,,,,,descending_neuron,,lt,SMPpv2_ventral,,right,DNp02,DNp02,,,
10118,g10065,"mancBodyid: 10307,statusLabel: Prelim Roughly traced,synonyms: Matsuo 2016: AMMC-Di7",ACH,0.96,,,,,,descending_neuron,,xn,putative_primary,,left,DNb05,DNb05,,,
10119,g10040,statusLabel: Reviewed,GLUT,0.75,,,,,,ol_intrinsic,,,,,left,Dm17,Dm17,,,
10120,g10120,statusLabel: Roughly traced,OCT,0.77,,,,,,cb_intrinsic,,,putative_primary,,left,OA-VPM4,OA-VPM4,,,
10121,g10067,"flywireType: MeLp1,statusLabel: Roughly traced,supertype: 10067",ACH,0.97,,,,,,visual_projection,,,putative_primary,,right,MeVPLp1,MeVPLp1,,,
10122,g10044,statusLabel: Roughly traced,ACH,0.94,,,,,,cb_intrinsic,,,putative_primary,,right,SMP108,SMP108,,,
10123,g10123,"mancBodyid: 13481,statusLabel: Prelim Roughly traced,synonyms: Scheunemann 2018: SPN",SER,0.83,,,,,,descending_neuron,,xn,putative_primary,,left,DNg30,DNg30,,,
10124,g10124,"mancBodyid: 10095,statusLabel: Prelim Roughly traced,supertype: 10124",GABA,0.87,,,,,,descending_neuron,,xl,MX3,,left,DNg105,DNg105,,,
10125,g10125,"flywireType: MeMe_e08,statusLabel: Roughly traced,supertype: 10125,synonyms: Cachero 2010: aIP-f; Yu 2010: pMP7",GLUT,0.67,,,,,,visual_projection,,,VPNl&d1_lateral,,right,MeVPMe1,MeVPMe1,,,
10126,g10084,"statusLabel: Roughly traced,supertype: 10084",ACH,0.96,,,,,,cb_intrinsic,ALPN,,ALad1__prim,,left,DP1m_adPN,DP1m_adPN,,,
10127,g10127,statusLabel: Roughly traced,GLUT,0.73,,,,,,cb_intrinsic,,,putative_primary,,left,VES064,VES064,,,
10128,g,"flywireType: CB3876,instance: SAD103_M,statusLabel: Prelim Roughly traced,supertype: 10128",GABA,0.86,,,,,,cb_intrinsic,,,LB0,,center,SAD103,SAD103,,,
10129,g10029,"flywireType: cL21,hemibrainType: PVLP132,statusLabel: Roughly traced",GLUT,0.83,,,,,,visual_centrifugal,,,putative_primary,,left,LoVC16,LoVC16,,,
10130,g10130,"flywireType: MTe27,statusLabel: Prelim Roughly traced",ACH,0.97,,,,,,visual_projection,,,,,left,MeVP28,MeVP28,,,
10131,g10131,"mancBodyid: 10107,mancType: DNg74,statusLabel: Prelim Roughly traced,supertype: 10124,synonyms: Sterne 2021: web",GABA,0.89,,,,,,descending_neuron,,xl,MX3,,right,DNg74_a,DNg74_a,,,
10132,g10132,"flywireType: cL14,hemibrainType: IB112,instance: LoVC1(IB112),statusLabel: Roughly traced",GLUT,0.71,,,,,,visual_centrifugal,,,putative_primary,,right,LoVC1,LoVC1,,,
10133,g10133,"instance: lLN2F_b(Full),statusLabel: Prelim Roughly traced,supertype: 10096",GABA,0.5,,,,,,cb_intrinsic,ALLN,,ALl1_dorsal,,left,lLN2F_b,lLN2F_b,,,
10134,g10039,"statusLabel: Prelim Roughly traced,supertype: 10039",ACH,0.95,,,,,,cb_intrinsic,ALPN,,ALad1__prim,,left,VL2a_adPN,VL2a_adPN,,,
10135,g10135,statusLabel: Roughly traced,GABA,0.86,,,,,,descending_neuron,,,putative_primary,,left,DNge031,DNge031,,,
10136,g10136,"flywireType: CB0021,statusLabel: Roughly traced",GABA,0.84,,,,,,cb_intrinsic,,,putative_primary,,left,PS304,PS304,,,
10137,g10137,"statusLabel: Prelim Roughly traced,supertype: 10137,synonyms: Cachero 2010: aDT-g; Yu 2010: aDT5",GABA,0.85,,,,,,cb_intrinsic,,,PSa1,,right,VES022,VES022,,,
10138,g10097,statusLabel: Roughly traced,GABA,0.81,,,,,,cb_intrinsic,,,putative_primary,,right,oviIN,oviIN,,,
10139,g10139,"statusLabel: Roughly traced,supertype: 10139",ACH,0.96,,,,,,cb_intrinsic,,,VLPd1,,left,AVLP040,AVLP040,,,
10140,g,"hemibrainType: lLN1_b,lLN1_c,statusLabel: Prelim Roughly traced,supertype: 10096",ACH,0.75,,,,,,cb_intrinsic,ALLN,,ALl1_dorsal,,right,lLN1_bc,lLN1_bc,,,
10141,g10141,"mancBodyid: 10101,statusLabel: Prelim Roughly traced,synonyms: Matsuo 2016: AMMC-Db5; Sterne 2021: nagini",ACH,0.95,,,,,,descending_neuron,,xn,putative_primary,,left,DNg15,DNg15,,,
10142,g10142,"flywireType: MTe44,statusLabel: Prelim Roughly traced",ACH,0.94,,,,,,visual_projection,,,,,left,MeVP24,MeVP24,,,
10143,g10068,"hemibrainType: DSKMP1A,mancBodyid: 17883,statusLabel: Roughly traced",GLUT,0.52,,,,,,descending_neuron,,xn,putative_primary,,left,DNp30,DNp30,,,
10144,g10144,statusLabel: Roughly traced,,,,,,,,cb_intrinsic,,,putative_primary,,right,SMP001,SMP001,,,
10145,g10145,statusLabel: Roughly traced,GABA,0.86,,,,,,cb_intrinsic,,,putative_primary,,left,PVLP130,PVLP130,,,
10146,g10017,statusLabel: Roughly traced,ACH,0.53,,,,,,cb_intrinsic,,,putative_primary,,right,AMMC-A1,AMMC-A1,,,
10147,g10147,statusLabel: Roughly traced,GABA,0.83,,,,,,cb_intrinsic,,,putative_primary,,left,LHAD1g1,LHAD1g1,,,
10148,g10031,statusLabel: Roughly traced,GABA,0.84,,,,,,cb_intrinsic,,,putative_primary,,left,AOTU041,AOTU041,,,
10149,g10149,"statusLabel: Prelim Roughly traced,supertype: 10149",ACH,0.97,,,,,,visual_projection,,,LHl4_posterior,,left,LT79,LT79,,,
10150,g10150,"flywireType: AN_multi_124,mancBodyid: 11210,statusLabel: Roughly traced",SER,0.62,,,,,,ascending_neuron,,XA,27X,,right,AN27X013,AN27X013,,,
10151,g10151,"mancBodyid: 11731,mancType: DNxl123,statusLabel: Prelim Roughly traced,supertype: 10151",GABA,0.85,,,,,,descending_neuron,,xl,LB3,,right,DNge103,DNge103,,,
10153,g10153,"flywireType: CB1542,statusLabel: Roughly traced,supertype: 10153,synonyms: Cachero 2010: aDT-e; Vaughan 2014: aPN1",ACH,0.96,,,,,,cb_intrinsic,,,ALl1_ventral,,left,SAD051_b,SAD051_b,,,
10155,g10155,statusLabel: Roughly traced,ACH,0.95,,,,,,cb_intrinsic,,,putative_primary,,right,AVLP280,AVLP280,,,
10156,g10156,"flywireType: CB0916,statusLabel: Roughly traced",,,,,,,,cb_motor,,nm,putative_primary,CvN,right,CvN6,CvN6,,,
10157,g10009,statusLabel: Roughly traced,GABA,0.87,,,,,,ol_intrinsic,,,,,right,CT1,CT1,,,
10158,g10158,statusLabel: Prelim Roughly traced,GLUT,0.71,,,,,,visual_centrifugal,,,putative_primary,,left,LT56,LT56,,,
10159,g10159,"statusLabel: Roughly traced,supertype: 10159",,,,,,,,cb_intrinsic,,,putative_primary,,left,GNG702m,GNG702m,,,
10160,g10160,"mancBodyid: 13734,statusLabel: Prelim Roughly traced,supertype: 10160",GABA,0.88,,,,,,descending_neuron,,xl,MX3,,left,DNg90,DNg90,,,
10161,g10006,"flywireType: VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,statusLabel: Prelim Roughly traced,supertype: 10006",ACH,0.69,,,,,,visual_projection,,,no_lineage,,left,VS,VS,,,
10162,g10059,"statusLabel: Prelim Roughly traced,synonyms: Dorkenwald 2024: DNOVS1",ACH,0.81,,,,,,descending_neuron,,xn,putative_primary,,left,DNp20,DNp20,,,
10163,g10163,"mancBodyid: 19266,mancType: DNfl042,statusLabel: Prelim Roughly traced",ACH,0.95,,,,,,descending_neuron,,fl,putative_primary,,left,DNge036,DNge036,,,
10164,g,"flywireType: MTe42,statusLabel: Prelim Roughly traced",GLUT,0.75,,,,,,visual_projection,,,,,left,MeVP26,MeVP26,,,
10165,g10165,"flywireType: AN_multi_92,mancBodyid: 13531,statusLabel: Prelim Roughly traced",ACH,0.81,,,,,,ascending_neuron,,BA,05B,,left,AN05B101,AN05B101,,,
10166,g10166,statusLabel: Roughly traced,GABA,0.81,,,,,,cb_intrinsic,,,putative_primary,,left,IB008,IB008,,,
10167,g10109,statusLabel: Roughly traced,GABA,0.86,,,,,,cb_intrinsic,,,putative_primary,,right,VES041,VES041,,,
10168,g,"hemibrainType: OA-VUMa6,OA-VUMa7,instance: OA-VUMa6(OA-VUMa7)_M,statusLabel: Roughly traced,supertype: 10168",OCT,0.83,,,,,,cb_intrinsic,,,MD0__prim,,center,OA-VUMa6,OA-VUMa6,,,
10169,g10133,"instance: lLN2F_b(Full),statusLabel: Prelim Roughly traced,supertype: 10096",GABA,0.67,,,,,,cb_intrinsic,ALLN,,ALl1_dorsal,,right,lLN2F_b,lLN2F_b,,,
10170,g10170,"flywireType: MeMe_e07,statusLabel: Roughly traced,supertype: 10170,synonyms: Cachero 2010: aIP-f; Yu 2010: pMP7",GLUT,0.77,,,,,,visual_projection,,,VPNl&d1_lateral,,right,MeVPMe2,MeVPMe2,,,
10172,g10172,statusLabel: Roughly traced,GABA,0.82,,,,,,cb_intrinsic,,,putative_primary,,left,AVLP080,AVLP080,,,
10173,g10173,statusLabel: Roughly traced,ACH,0.96,,,,,,cb_intrinsic,,,putative_primary,,left,PVLP151,PVLP151,,,
10174,g10174,"statusLabel: Prelim Roughly traced,supertype: 10174",GABA,0.81,,,,,,visual_projection,,,VLPp&l1_posterior,,left,LT43,LT43,,,
10175,g,"hemibrainType: OA-VUMa6,OA-VUMa7,instance: OA-VUMa6(OA-VUMa7)_M,statusLabel: Roughly traced,supertype: 10168",OCT,0.82,,,,,,cb_intrinsic,,,MX0__prim,,center,OA-VUMa6,OA-VUMa6,,,
