bodyId,instance,type,pre,post,downstream,upstream,size,status,statusLabel,somaLocation,roiInfo,locationType,mancSerial,birthtime,mancBodyid,totalNtPredictions,tosomaLocation,mancGroup,mcnsSerial,itoleeHl,class,synonyms,somaNeuromere,assignedOlHex1,celltypePredictedNtConfidence,predictedNtConfidence,rootSide,predictedNt,consensusNt,serialMotif,trumanHl,somaSide,dimorphism,supertype,celltypePredictedNt,entryNerve,assignedOlHex2,group,exitNerve,mancType,receptorType,matchingNotes,synweight,subclass,celltypeTotalNtPredictions,flywireType,vfbId,fruDsx,hemibrainType,superclass,inputRois,outputRois
12781,DNge104_R,DNge104,3831,13487,19367,13487,5549991785,Traced,Prelim Roughly traced,"[45223, 45927, 22023]","{'AMMC(L)': {'post': 132, 'pre': 50, 'downstream': 230, 'upstream': 132, 'synweight': 362}, 'ANm': {'post': 759, 'pre': 250, 'downstream': 1237, 'upstream': 759, 'synweight': 1996}, 'CV': {'post': 11, 'pre': 10, 'downstream': 27, 'upstream': 11, 'synweight': 38}, 'CV-unspecified': {'post': 11, 'pre': 10, 'downstream': 27, 'upstream': 11, 'synweight': 38}, 'CentralBrain': {'post': 3573, 'pre': 964, 'downstream': 4585, 'upstream': 3573, 'synweight': 8158}, 'CentralBrain-unspecified': {'post': 135, 'pre': 24, 'downstream': 95, 'upstream': 135, 'synweight': 230}, 'GNG': {'post': 3154, 'pre': 848, 'downstream': 4059, 'upstream': 3154, 'synweight': 7213}, 'LegNp(T1)(L)': {'post': 1443, 'pre': 581, 'downstream': 2745, 'upstream': 1443, 'synweight': 4188}, 'LegNp(T2)(L)': {'post': 2314, 'pre': 577, 'downstream': 3054, 'upstream': 2314, 'synweight': 5368}, 'LegNp(T3)(L)': {'post': 2654, 'pre': 730, 'downstream': 4037, 'upstream': 2654, 'synweight': 6691}, 'Ov(L)': {'post': 2606, 'pre': 703, 'downstream': 3609, 'upstream': 2606, 'synweight': 6215}, 'Ov(R)': {'post': 20, 'pre': 5, 'downstream': 23, 'upstream': 20, 'synweight': 43}, 'PDMN(L)': {'post': 5, 'upstream': 5, 'synweight': 5}, 'PENP': {'post': 284, 'pre': 92, 'downstream': 431, 'upstream': 284, 'synweight': 715}, 'SAD': {'post': 284, 'pre': 92, 'downstream': 431, 'upstream': 284, 'synweight': 715}, 'SAD(-AMMC)': {'post': 152, 'pre': 42, 'downstream': 201, 'upstream': 152, 'synweight': 353}, 'VNC': {'post': 9903, 'pre': 2857, 'downstream': 14755, 'upstream': 9903, 'synweight': 24658}, 'VNC-unspecified': {'post': 102, 'pre': 11, 'downstream': 50, 'upstream': 102, 'synweight': 152}}",,,,10868,3831,,10868,,MX3,,,MX,,0.8771662712097168,0.874354898929596,,gaba,gaba,,,R,,12601,gaba,,,12781,,DNxl132,,,32854,xl,7865,DNge104,VFB_jrmc30ik,,,descending_neuron,"['AMMC(L)', 'ANm', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'GNG', 'LegNp(T1)(L)', 'LegNp(T2)(L)', 'LegNp(T3)(L)', 'Ov(L)', 'Ov(R)', 'PDMN(L)', 'PENP', 'SAD', 'SAD(-AMMC)', 'VNC', 'VNC-unspecified']","['AMMC(L)', 'ANm', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'GNG', 'LegNp(T1)(L)', 'LegNp(T2)(L)', 'LegNp(T3)(L)', 'Ov(L)', 'Ov(R)', 'PENP', 'SAD', 'SAD(-AMMC)', 'VNC', 'VNC-unspecified']"
556329,DNge104_L,DNge104,4034,14095,20559,14095,5740133143,Traced,Prelim Roughly traced,"[53028, 45512, 21728]","{'AMMC(R)': {'post': 227, 'pre': 82, 'downstream': 437, 'upstream': 227, 'synweight': 664}, 'ANm': {'post': 1149, 'pre': 319, 'downstream': 1690, 'upstream': 1149, 'synweight': 2839}, 'CV': {'post': 10, 'pre': 9, 'downstream': 30, 'upstream': 10, 'synweight': 40}, 'CV-unspecified': {'post': 10, 'pre': 9, 'downstream': 30, 'upstream': 10, 'synweight': 40}, 'CentralBrain': {'post': 3969, 'pre': 1026, 'downstream': 5106, 'upstream': 3969, 'synweight': 9075}, 'CentralBrain-unspecified': {'post': 63, 'pre': 8, 'downstream': 32, 'upstream': 63, 'synweight': 95}, 'GNG': {'post': 3550, 'pre': 909, 'downstream': 4518, 'upstream': 3550, 'synweight': 8068}, 'LTct': {'post': 7, 'upstream': 7, 'synweight': 7}, 'LegNp(T1)(R)': {'post': 1472, 'pre': 644, 'downstream': 3019, 'upstream': 1472, 'synweight': 4491}, 'LegNp(T2)(R)': {'post': 2885, 'pre': 767, 'downstream': 4047, 'upstream': 2885, 'synweight': 6932}, 'LegNp(T3)(R)': {'post': 2656, 'pre': 678, 'downstream': 3594, 'upstream': 2656, 'synweight': 6250}, 'Ov(R)': {'post': 1868, 'pre': 576, 'downstream': 3001, 'upstream': 1868, 'synweight': 4869}, 'PDMN(R)': {'post': 4, 'pre': 1, 'downstream': 9, 'upstream': 4, 'synweight': 13}, 'PENP': {'post': 356, 'pre': 109, 'downstream': 556, 'upstream': 356, 'synweight': 912}, 'SAD': {'post': 356, 'pre': 109, 'downstream': 556, 'upstream': 356, 'synweight': 912}, 'SAD(-AMMC)': {'post': 129, 'pre': 27, 'downstream': 119, 'upstream': 129, 'synweight': 248}, 'VNC': {'post': 10116, 'pre': 2999, 'downstream': 15423, 'upstream': 10116, 'synweight': 25539}, 'VNC-unspecified': {'post': 75, 'pre': 14, 'downstream': 63, 'upstream': 75, 'synweight': 138}}",,,,12594,4034,,10868,,MX3,,,MX,,0.8771662712097168,0.8798362016677856,,gaba,gaba,,,L,,12601,gaba,,,12781,,DNxl132,,,34654,xl,7865,DNge104,VFB_jrmc30il,,,descending_neuron,"['AMMC(R)', 'ANm', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'GNG', 'LTct', 'LegNp(T1)(R)', 'LegNp(T2)(R)', 'LegNp(T3)(R)', 'Ov(R)', 'PDMN(R)', 'PENP', 'SAD', 'SAD(-AMMC)', 'VNC', 'VNC-unspecified']","['AMMC(R)', 'ANm', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'GNG', 'LegNp(T1)(R)', 'LegNp(T2)(R)', 'LegNp(T3)(R)', 'Ov(R)', 'PDMN(R)', 'PENP', 'SAD', 'SAD(-AMMC)', 'VNC', 'VNC-unspecified']"
